project,bug_id,folder,class_entry,file,method_sig_snippet,fixed_method_start_line,fixed_method_end_line
Cli,1,Cli-1-buggy,org.apache.commons.cli.CommandLine,org/apache/commons/cli/CommandLine.java,public boolean hasOption(String opt),67,70
Cli,1,Cli-1-buggy,org.apache.commons.cli.CommandLine,org/apache/commons/cli/CommandLine.java,public Object getOptionObject(String opt),89,101
Cli,1,Cli-1-buggy,org.apache.commons.cli.CommandLine,org/apache/commons/cli/CommandLine.java,public String[] getOptionValues(String opt),147,162
Cli,1,Cli-1-buggy,org.apache.commons.cli.CommandLine,org/apache/commons/cli/CommandLine.java,void addOption(Option opt),275,288
Cli,1,Cli-1-buggy,org.apache.commons.cli.CommandLine,org/apache/commons/cli/CommandLine.java,public Iterator iterator(),296,299
Cli,1,Cli-1-buggy,org.apache.commons.cli.CommandLine,org/apache/commons/cli/CommandLine.java,public Option[] getOptions(),306,315
Cli,10,Cli-10-buggy,org.apache.commons.cli.Parser,org/apache/commons/cli/Parser.java,protected void setOptions(final Options options) {,44,47
Cli,11,Cli-11-buggy,org.apache.commons.cli.HelpFormatter,org/apache/commons/cli/HelpFormatter.java,"private static void appendOption(final StringBuffer buff, final Option option, final boolean required)",613,642
Cli,12,Cli-12-buggy,org.apache.commons.cli.GnuParser,org/apache/commons/cli/GnuParser.java,"protected String[] flatten(Options options, String[] arguments, boolean stopAtNonOption)",52,115
Cli,13,Cli-13-buggy,org.apache.commons.cli2.commandline.WriteableCommandLineImpl,org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java,"public List getValues(final Option option, final List defaultValues) {",109,130
Cli,13,Cli-13-buggy,org.apache.commons.cli2.option.ArgumentImpl,org/apache/commons/cli2/option/ArgumentImpl.java,"public void processValues(final WriteableCommandLine commandLine, final ListIterator arguments, final Option option)",139,193
Cli,14,Cli-14-buggy,org.apache.commons.cli2.option.GroupImpl,org/apache/commons/cli2/option/GroupImpl.java,public void validate(final WriteableCommandLine commandLine),237,283
Cli,15,Cli-15-buggy,org.apache.commons.cli2.commandline.WriteableCommandLineImpl,org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java,"public List getValues(final Option option, List defaultValues) {",111,139
Cli,16,Cli-16-buggy,org.apache.commons.cli2.Option,org/apache/commons/cli2/Option.java,"void appendUsage( final StringBuffer buffer, final Set helpSettings, final Comparator comp);",143,146
Cli,16,Cli-16-buggy,org.apache.commons.cli2.commandline.WriteableCommandLineImpl,org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java,public void addOption(Option option) {,65,80
Cli,16,Cli-16-buggy,org.apache.commons.cli2.option.GroupImpl,org/apache/commons/cli2/option/GroupImpl.java,"public GroupImpl(final List options, final String name, final String description, final int minimum, final int maximum) {",64,110
