project,bug_id,folder,result
JacksonCore,1,JacksonCore-1-buggy,Not Pass
JacksonCore,2,JacksonCore-2-buggy,Not Pass
JacksonCore,3,JacksonCore-3-buggy,Pass
JacksonCore,4,JacksonCore-4-buggy,Pass
JacksonCore,5,JacksonCore-5-buggy,Pass
JacksonCore,6,JacksonCore-6-buggy,Pass
JacksonCore,7,JacksonCore-7-buggy,Pass
JacksonCore,8,JacksonCore-8-buggy,Pass
JacksonCore,9,JacksonCore-9-buggy,Not Compilable
JacksonCore,10,JacksonCore-10-buggy,Not Pass
JacksonCore,11,JacksonCore-11-buggy,Not Pass
JacksonCore,12,JacksonCore-12-buggy,Not Compilable
JacksonCore,13,JacksonCore-13-buggy,Not Pass
JacksonCore,14,JacksonCore-14-buggy,Not Pass
JacksonCore,15,JacksonCore-15-buggy,Not Pass
JacksonCore,16,JacksonCore-16-buggy,Not Pass
JacksonCore,17,JacksonCore-17-buggy,Pass
JacksonCore,18,JacksonCore-18-buggy,Pass
JacksonCore,19,JacksonCore-19-buggy,Pass
JacksonCore,20,JacksonCore-20-buggy,Pass
JacksonCore,21,JacksonCore-21-buggy,Pass
JacksonCore,22,JacksonCore-22-buggy,Not Pass
JacksonCore,23,JacksonCore-23-buggy,Pass
JacksonCore,24,JacksonCore-24-buggy,Not Pass
JacksonCore,25,JacksonCore-25-buggy,Pass
JacksonCore,26,JacksonCore-26-buggy,Not Pass
