model,project,bug_id,status
GPT5,Mockito,1,pass
GPT5,Mockito,2,not pass
GPT5,Mockito,3,not pass
GPT5,Mockito,4,not pass
GPT5,Mockito,5,not pass
GPT5,Mockito,6,not pass
GPT5,Mockito,7,not pass
GPT5,Mockito,8,not pass
GPT5,Mockito,9,pass
GPT5,Mockito,10,not compilable
GPT5,Mockito,11,not pass
GPT5,Mockito,12,not compilable
GPT5,Mockito,13,pass
GPT5,Mockito,14,not compilable
GPT5,Mockito,15,not pass
GPT5,Mockito,16,pass
GPT5,Mockito,17,not pass
GPT5,Mockito,18,not pass
GPT5,Mockito,19,not compilable
GPT5,Mockito,20,not pass
GPT5,Mockito,21,not pass
GPT5,Mockito,22,not pass
GPT5,Mockito,23,not pass
GPT5,Mockito,24,pass
GPT5,Mockito,25,not pass
GPT5,Mockito,27,not pass
GPT5,Mockito,28,pass
GPT5,Mockito,29,pass
GPT5,Mockito,30,not pass
GPT5,Mockito,31,pass
GPT5,Mockito,32,not pass
GPT5,Mockito,33,pass
GPT5,Mockito,34,pass
GPT5,Mockito,35,not compilable
GPT5,Mockito,36,not pass
GPT5,Mockito,37,not pass
GPT5,Mockito,38,pass
