model,project,bug_id,variant,status,trigger_appear,n_trigger_total,n_trigger_appear,n_trigger_pred_success,matched_triggers,pred_success_triggers
GPT5,JxPath,1,1,pass,yes,2,2,2,org.apache.commons.jxpath.ri.model.dom.DOMModelTest::testGetNode; org.apache.commons.jxpath.ri.model.jdom.JDOMModelTest::testGetNode,org.apache.commons.jxpath.ri.model.dom.DOMModelTest::testGetNode; org.apache.commons.jxpath.ri.model.jdom.JDOMModelTest::testGetNode
GPT5,JxPath,2,2,not compilable,yes,1,1,1,org.apache.commons.jxpath.ri.compiler.ExtensionFunctionTest::testNodeSetReturn,org.apache.commons.jxpath.ri.compiler.ExtensionFunctionTest::testNodeSetReturn
GPT5,JxPath,3,3,not pass,yes,1,1,0,org.apache.commons.jxpath.ri.model.beans.BadlyImplementedFactoryTest::testBadFactoryImplementation,
GPT5,JxPath,4,4,not pass,yes,6,6,1,org.apache.commons.jxpath.ri.model.XMLSpaceTest::testNestedDOM; org.apache.commons.jxpath.ri.model.XMLSpaceTest::testNestedJDOM; org.apache.commons.jxpath.ri.model.XMLSpaceTest::testNestedWithCommentsDOM; org.apache.commons.jxpath.ri.model.XMLSpaceTest::testNestedWithCommentsJDOM; org.apache.commons.jxpath.ri.model.XMLSpaceTest::testPreserveDOM; org.apache.commons.jxpath.ri.model.XMLSpaceTest::testPreserveJDOM,org.apache.commons.jxpath.ri.model.XMLSpaceTest::testNestedWithCommentsDOM
GPT5,JxPath,5,5,not pass,yes,1,1,0,org.apache.commons.jxpath.ri.compiler.VariableTest::testUnionOfVariableAndNode,
GPT5,JxPath,6,6,not pass,yes,1,1,1,org.apache.commons.jxpath.ri.compiler.VariableTest::testIterateVariable,org.apache.commons.jxpath.ri.compiler.VariableTest::testIterateVariable
GPT5,JxPath,7,7,not pass,yes,1,1,1,org.apache.commons.jxpath.ri.compiler.CoreOperationTest::testNodeSetOperations,org.apache.commons.jxpath.ri.compiler.CoreOperationTest::testNodeSetOperations
GPT5,JxPath,8,8,not compilable,yes,1,1,1,org.apache.commons.jxpath.ri.compiler.CoreOperationTest::testNan,org.apache.commons.jxpath.ri.compiler.CoreOperationTest::testNan
GPT5,JxPath,9,9,not compilable,yes,1,1,0,org.apache.commons.jxpath.ri.compiler.CoreOperationTest::testNan,
GPT5,JxPath,10,10,not compilable,yes,1,1,0,org.apache.commons.jxpath.ri.compiler.CoreOperationTest::testEmptyNodeSetOperations,
GPT5,JxPath,11,11,not pass,yes,1,1,0,org.apache.commons.jxpath.ri.model.XMLModelTestCase::testNamespaceMapping,
GPT5,JxPath,12,12,not pass,yes,1,1,0,org.apache.commons.jxpath.ri.model.ExternalXMLNamespaceTest::testElementDOM,
GPT5,JxPath,13,13,not pass,yes,1,1,1,org.apache.commons.jxpath.ri.model.ExternalXMLNamespaceTest::testCreateAndSetAttributeDOM,org.apache.commons.jxpath.ri.model.ExternalXMLNamespaceTest::testCreateAndSetAttributeDOM
GPT5,JxPath,14,14,pass,yes,1,1,1,org.apache.commons.jxpath.ri.compiler.CoreFunctionTest::testCoreFunctions,org.apache.commons.jxpath.ri.compiler.CoreFunctionTest::testCoreFunctions
GPT5,JxPath,15,15,not pass,yes,1,1,0,org.apache.commons.jxpath.ri.model.XMLModelTestCase::testUnion,
GPT5,JxPath,16,16,not pass,yes,2,2,0,org.apache.commons.jxpath.ri.model.XMLModelTestCase::testAxisFollowing; org.apache.commons.jxpath.ri.model.XMLModelTestCase::testAxisPreceding,
GPT5,JxPath,17,17,pass,yes,1,1,1,org.apache.commons.jxpath.ri.model.XMLModelTestCase::testAxisAttribute,org.apache.commons.jxpath.ri.model.XMLModelTestCase::testAxisAttribute
GPT5,JxPath,18,18,not compilable,yes,1,1,1,org.apache.commons.jxpath.ri.model.XMLModelTestCase::testAxisAttribute,org.apache.commons.jxpath.ri.model.XMLModelTestCase::testAxisAttribute
GPT5,JxPath,19,19,not compilable,yes,2,2,0,org.apache.commons.jxpath.ri.model.AliasedNamespaceIterationTest::testIterateDOM; org.apache.commons.jxpath.ri.model.AliasedNamespaceIterationTest::testIterateJDOM,
GPT5,JxPath,20,20,pass,yes,1,1,0,org.apache.commons.jxpath.ri.compiler.JXPath149Test::testComplexOperationWithVariables,
GPT5,JxPath,21,21,not pass,yes,2,2,0,org.apache.commons.jxpath.ri.model.JXPath151Test::testMapValueEquality; org.apache.commons.jxpath.ri.model.MixedModelTest::testNull,
GPT5,JxPath,22,22,not pass,yes,1,1,1,org.apache.commons.jxpath.ri.model.JXPath154Test::testInnerEmptyNamespaceDOM,org.apache.commons.jxpath.ri.model.JXPath154Test::testInnerEmptyNamespaceDOM
