model,project,bug_id,variant,status,trigger_appear,n_trigger_total,n_trigger_appear,n_trigger_pred_success,matched_triggers,pred_success_triggers
GPT5,Compress,1,1,not pass,yes,1,1,0,org.apache.commons.compress.archivers.CpioTestCase::testCpioUnarchive,
GPT5,Compress,2,2,not pass,yes,1,1,1,org.apache.commons.compress.archivers.ArTestCase::testArDelete,org.apache.commons.compress.archivers.ArTestCase::testArDelete
GPT5,Compress,3,3,pass,yes,1,1,1,org.apache.commons.compress.archivers.ArchiveOutputStreamTest::testFinish,org.apache.commons.compress.archivers.ArchiveOutputStreamTest::testFinish
GPT5,Compress,4,4,not pass,yes,10,10,0,org.apache.commons.compress.archivers.jar.JarArchiveOutputStreamTest::testJarMarker; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testASCIIFileRoundtripExplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testASCIIFileRoundtripImplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testCP437FileRoundtripExplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testCP437FileRoundtripImplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testUtf8FileRoundtripExplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testUtf8FileRoundtripImplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testUtf8FileRoundtripNoEFSExplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testUtf8FileRoundtripNoEFSImplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testZipArchiveInputStreamReadsUnicodeFields,
GPT5,Compress,5,5,not pass,yes,1,1,1,org.apache.commons.compress.archivers.zip.Maven221MultiVolumeTest::testRead7ZipMultiVolumeArchiveForStream,org.apache.commons.compress.archivers.zip.Maven221MultiVolumeTest::testRead7ZipMultiVolumeArchiveForStream
GPT5,Compress,6,6,not compilable,yes,1,1,0,org.apache.commons.compress.archivers.zip.ZipArchiveEntryTest::testNotEquals,
GPT5,Compress,7,7,pass,yes,1,1,1,org.apache.commons.compress.archivers.tar.TarUtilsTest::testRoundTripNames,org.apache.commons.compress.archivers.tar.TarUtilsTest::testRoundTripNames
GPT5,Compress,8,8,pass,yes,1,1,1,org.apache.commons.compress.archivers.tar.TarUtilsTest::testParseOctalInvalid,org.apache.commons.compress.archivers.tar.TarUtilsTest::testParseOctalInvalid
GPT5,Compress,9,9,not pass,yes,1,1,1,org.apache.commons.compress.archivers.tar.TarArchiveOutputStreamTest::testCount,org.apache.commons.compress.archivers.tar.TarArchiveOutputStreamTest::testCount
GPT5,Compress,10,10,not compilable,yes,1,1,0,org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testReadWinZipArchive,
GPT5,Compress,11,11,not compilable,yes,1,1,0,org.apache.commons.compress.archivers.ArchiveStreamFactoryTest::shortTextFilesAreNoTARs,
GPT5,Compress,12,12,not pass,yes,1,1,0,org.apache.commons.compress.archivers.TarTestCase::testCOMPRESS178,
GPT5,Compress,13,13,pass,yes,2,2,0,org.apache.commons.compress.archivers.zip.ZipArchiveInputStreamTest::winzipBackSlashWorkaround; org.apache.commons.compress.archivers.zip.ZipFileTest::testWinzipBackSlashWorkaround,
GPT5,Compress,14,14,not pass,yes,1,1,1,org.apache.commons.compress.archivers.tar.TarArchiveInputStreamTest::workaroundForBrokenTimeHeader,org.apache.commons.compress.archivers.tar.TarArchiveInputStreamTest::workaroundForBrokenTimeHeader
GPT5,Compress,15,15,pass,yes,1,1,1,org.apache.commons.compress.archivers.zip.ZipArchiveEntryTest::testNullCommentEqualsEmptyComment,org.apache.commons.compress.archivers.zip.ZipArchiveEntryTest::testNullCommentEqualsEmptyComment
GPT5,Compress,16,16,not compilable,yes,1,1,0,org.apache.commons.compress.archivers.ArchiveStreamFactoryTest::aiffFilesAreNoTARs,
GPT5,Compress,17,17,pass,yes,1,1,0,org.apache.commons.compress.archivers.tar.TarArchiveInputStreamTest::testCompress197,
GPT5,Compress,18,18,pass,yes,1,1,1,org.apache.commons.compress.archivers.tar.TarArchiveOutputStreamTest::testWriteNonAsciiDirectoryNamePosixMode,org.apache.commons.compress.archivers.tar.TarArchiveOutputStreamTest::testWriteNonAsciiDirectoryNamePosixMode
GPT5,Compress,19,19,not pass,yes,1,1,0,org.apache.commons.compress.archivers.zip.ZipFileTest::testExcessDataInZip64ExtraField,
GPT5,Compress,20,20,not compilable,yes,1,1,1,org.apache.commons.compress.archivers.cpio.CpioArchiveInputStreamTest::testCpioUnarchiveCreatedByRedlineRpm,org.apache.commons.compress.archivers.cpio.CpioArchiveInputStreamTest::testCpioUnarchiveCreatedByRedlineRpm
GPT5,Compress,21,21,pass,yes,8,8,2,org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest::testEightEmptyFiles; org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest::testEightFilesSomeNotEmpty; org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest::testNineEmptyFiles; org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest::testNineFilesSomeNotEmpty; org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest::testSevenEmptyFiles; org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest::testSevenFilesSomeNotEmpty; org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest::testSixEmptyFiles; org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest::testSixFilesSomeNotEmpty,org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest::testEightEmptyFiles; org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest::testEightFilesSomeNotEmpty
GPT5,Compress,22,22,not pass,yes,1,1,1,org.apache.commons.compress.compressors.bzip2.PythonTruncatedBzip2Test::testPartialReadTruncatedData,org.apache.commons.compress.compressors.bzip2.PythonTruncatedBzip2Test::testPartialReadTruncatedData
GPT5,Compress,23,23,pass,yes,1,1,1,org.apache.commons.compress.archivers.sevenz.SevenZFileTest::testCompressedHeaderWithNonDefaultDictionarySize,org.apache.commons.compress.archivers.sevenz.SevenZFileTest::testCompressedHeaderWithNonDefaultDictionarySize
GPT5,Compress,24,24,pass,yes,1,1,1,org.apache.commons.compress.archivers.tar.TarUtilsTest::testParseOctal,org.apache.commons.compress.archivers.tar.TarUtilsTest::testParseOctal
GPT5,Compress,25,25,not pass,yes,1,1,0,org.apache.commons.compress.archivers.zip.ZipArchiveInputStreamTest::testReadingOfFirstStoredEntry,
GPT5,Compress,26,26,pass,yes,2,2,2,org.apache.commons.compress.utils.IOUtilsTest::skipUsingRead; org.apache.commons.compress.utils.IOUtilsTest::skipUsingSkipAndRead,org.apache.commons.compress.utils.IOUtilsTest::skipUsingRead; org.apache.commons.compress.utils.IOUtilsTest::skipUsingSkipAndRead
GPT5,Compress,27,27,pass,yes,1,1,1,org.apache.commons.compress.archivers.tar.TarUtilsTest::testParseOctal,org.apache.commons.compress.archivers.tar.TarUtilsTest::testParseOctal
GPT5,Compress,28,28,pass,yes,1,1,1,org.apache.commons.compress.archivers.tar.TarArchiveInputStreamTest::shouldThrowAnExceptionOnTruncatedEntries,org.apache.commons.compress.archivers.tar.TarArchiveInputStreamTest::shouldThrowAnExceptionOnTruncatedEntries
