model,project,bug_id,variant,status,trigger_appear,n_trigger_total,n_trigger_appear,n_trigger_pred_success,matched_triggers,pred_success_triggers
DeepSeek,Csv,1,1,not pass,yes,1,1,1,org.apache.commons.csv.CSVParserTest::testGetLineNumberWithCR,org.apache.commons.csv.CSVParserTest::testGetLineNumberWithCR
DeepSeek,Csv,2,2,not pass,yes,1,1,0,org.apache.commons.csv.CSVRecordTest::testGetStringInconsistentRecord,
DeepSeek,Csv,3,3,not compilable,yes,3,3,2,org.apache.commons.csv.CSVLexerTest::testEscapedCharacter; org.apache.commons.csv.CSVLexerTest::testEscapedMySqlNullValue; org.apache.commons.csv.CSVParserTest::testBackslashEscaping,org.apache.commons.csv.CSVLexerTest::testEscapedCharacter; org.apache.commons.csv.CSVLexerTest::testEscapedMySqlNullValue
DeepSeek,Csv,4,4,pass,yes,1,1,1,org.apache.commons.csv.CSVParserTest::testNoHeaderMap,org.apache.commons.csv.CSVParserTest::testNoHeaderMap
DeepSeek,Csv,5,5,pass,yes,1,1,1,org.apache.commons.csv.CSVFormatTest::testNullRecordSeparatorCsv106,org.apache.commons.csv.CSVFormatTest::testNullRecordSeparatorCsv106
DeepSeek,Csv,6,6,pass,yes,1,1,1,org.apache.commons.csv.CSVRecordTest::testToMapWithShortRecord,org.apache.commons.csv.CSVRecordTest::testToMapWithShortRecord
DeepSeek,Csv,7,7,not pass,yes,1,1,0,org.apache.commons.csv.CSVParserTest::testDuplicateHeaderEntries,
DeepSeek,Csv,8,8,not pass,yes,1,1,0,org.apache.commons.csv.CSVFormatTest::testDuplicateHeaderElements,
DeepSeek,Csv,9,9,not pass,yes,1,1,0,org.apache.commons.csv.CSVRecordTest::testToMapWithNoHeader,
DeepSeek,Csv,10,10,not pass,yes,1,1,0,org.apache.commons.csv.CSVPrinterTest::testHeader,
DeepSeek,Csv,11,11,pass,yes,1,1,1,org.apache.commons.csv.CSVParserTest::testHeaderMissingWithNull,org.apache.commons.csv.CSVParserTest::testHeaderMissingWithNull
DeepSeek,Csv,13,13,not pass,yes,2,2,1,org.apache.commons.csv.CSVPrinterTest::testMySqlNullOutput; org.apache.commons.csv.CSVPrinterTest::testMySqlNullStringDefault,org.apache.commons.csv.CSVPrinterTest::testMySqlNullOutput
DeepSeek,Csv,14,14,not pass,yes,6,6,0,org.apache.commons.csv.CSVPrinterTest::testEscapeBackslash1; org.apache.commons.csv.CSVPrinterTest::testEscapeBackslash4; org.apache.commons.csv.CSVPrinterTest::testEscapeBackslash5; org.apache.commons.csv.CSVPrinterTest::testEscapeNull1; org.apache.commons.csv.CSVPrinterTest::testEscapeNull4; org.apache.commons.csv.CSVPrinterTest::testEscapeNull5,
DeepSeek,Csv,15,15,pass,yes,1,1,1,org.apache.commons.csv.CSVPrinterTest::testDontQuoteEuroFirstChar,org.apache.commons.csv.CSVPrinterTest::testDontQuoteEuroFirstChar
DeepSeek,Csv,16,16,not pass,yes,1,1,0,org.apache.commons.csv.CSVParserTest::testIteratorSequenceBreaking,
