model,project,bug_id,variant,status,trigger_appear,n_trigger_total,n_trigger_appear,n_trigger_pred_success,matched_triggers,pred_success_triggers
DeepSeek,JacksonCore,1,1,not pass,yes,1,1,0,com.fasterxml.jackson.core.json.TestParserNonStandard::testAllowNaN,
DeepSeek,JacksonCore,2,2,not compilable,yes,2,2,0,com.fasterxml.jackson.core.json.TestParserErrorHandling::testMangledNumbersBytes; com.fasterxml.jackson.core.json.TestParserErrorHandling::testMangledNumbersChars,
DeepSeek,JacksonCore,3,3,not compilable,yes,1,1,1,com.fasterxml.jackson.core.json.TestLocation::testOffsetWithInputOffset,com.fasterxml.jackson.core.json.TestLocation::testOffsetWithInputOffset
DeepSeek,JacksonCore,4,4,pass,yes,1,1,1,com.fasterxml.jackson.core.util.TestTextBuffer::testExpand,com.fasterxml.jackson.core.util.TestTextBuffer::testExpand
DeepSeek,JacksonCore,5,5,pass,yes,1,1,0,com.fasterxml.jackson.core.TestJsonPointer::testWonkyNumber173,
DeepSeek,JacksonCore,6,6,pass,yes,1,1,1,com.fasterxml.jackson.core.TestJsonPointer::testIZeroIndex,com.fasterxml.jackson.core.TestJsonPointer::testIZeroIndex
DeepSeek,JacksonCore,7,7,not pass,yes,2,2,0,com.fasterxml.jackson.core.json.GeneratorFailTest::testFailOnWritingStringNotFieldNameBytes; com.fasterxml.jackson.core.json.GeneratorFailTest::testFailOnWritingStringNotFieldNameChars,
DeepSeek,JacksonCore,8,8,not pass,yes,1,1,1,com.fasterxml.jackson.core.util.TestTextBuffer::testEmpty,com.fasterxml.jackson.core.util.TestTextBuffer::testEmpty
DeepSeek,JacksonCore,9,9,not pass,yes,2,2,2,com.fasterxml.jackson.core.json.TestJsonParser::testGetValueAsTextBytes; com.fasterxml.jackson.core.json.TestJsonParser::testGetValueAsTextChars,com.fasterxml.jackson.core.json.TestJsonParser::testGetValueAsTextBytes; com.fasterxml.jackson.core.json.TestJsonParser::testGetValueAsTextChars
DeepSeek,JacksonCore,10,10,not pass,yes,4,4,3,com.fasterxml.jackson.core.sym.TestByteBasedSymbols::testIssue207; com.fasterxml.jackson.core.sym.TestSymbolTables::testCollisionsWithBytesNew187b; com.fasterxml.jackson.core.sym.TestSymbolTables::testShortNameCollisionsDirectNew; com.fasterxml.jackson.core.sym.TestSymbolTables::testSyntheticWithBytesNew,com.fasterxml.jackson.core.sym.TestByteBasedSymbols::testIssue207; com.fasterxml.jackson.core.sym.TestSymbolTables::testCollisionsWithBytesNew187b; com.fasterxml.jackson.core.sym.TestSymbolTables::testShortNameCollisionsDirectNew
DeepSeek,JacksonCore,11,11,not pass,yes,1,1,0,com.fasterxml.jackson.core.sym.SymbolsViaParserTest::testSymbolTableExpansionBytes,
DeepSeek,JacksonCore,12,12,not pass,yes,1,1,1,com.fasterxml.jackson.core.json.LocationInObjectTest::testOffsetWithObjectFieldsUsingReader,com.fasterxml.jackson.core.json.LocationInObjectTest::testOffsetWithObjectFieldsUsingReader
