model,project,bug_id,variant,status,trigger_appear,n_trigger_total,n_trigger_appear,n_trigger_pred_success,matched_triggers,pred_success_triggers
DeepSeek,Collections,1,1,pass,yes,4,4,4,org.apache.commons.collections.map.TestFlat3Map::testEntryIteratorSetValue2; org.apache.commons.collections.map.TestFlat3Map::testEntryIteratorSetValue3; org.apache.commons.collections.map.TestFlat3Map::testMapIteratorSetValue2; org.apache.commons.collections.map.TestFlat3Map::testMapIteratorSetValue3,org.apache.commons.collections.map.TestFlat3Map::testEntryIteratorSetValue2; org.apache.commons.collections.map.TestFlat3Map::testEntryIteratorSetValue3; org.apache.commons.collections.map.TestFlat3Map::testMapIteratorSetValue2; org.apache.commons.collections.map.TestFlat3Map::testMapIteratorSetValue3
DeepSeek,Collections,2,2,not pass,yes,1,1,0,org.apache.commons.collections.TestExtendedProperties::testInclude,
DeepSeek,Collections,3,3,pass,yes,1,1,1,org.apache.commons.collections.TestCollectionUtils::testRemoveAll,org.apache.commons.collections.TestCollectionUtils::testRemoveAll
DeepSeek,Collections,4,4,pass,yes,3,3,3,org.apache.commons.collections.map.TestMultiValueMap::testPutAll_KeyCollection; org.apache.commons.collections.map.TestMultiValueMap::testPutWithList; org.apache.commons.collections.map.TestMultiValueMap::testPutWithSet,org.apache.commons.collections.map.TestMultiValueMap::testPutAll_KeyCollection; org.apache.commons.collections.map.TestMultiValueMap::testPutWithList; org.apache.commons.collections.map.TestMultiValueMap::testPutWithSet
DeepSeek,Collections,5,5,not compilable,yes,1,1,1,org.apache.commons.collections.list.TestSetUniqueList::testIntCollectionAddAll,org.apache.commons.collections.list.TestSetUniqueList::testIntCollectionAddAll
DeepSeek,Collections,6,6,pass,yes,1,1,1,org.apache.commons.collections.map.TestFlat3Map::testCollections261,org.apache.commons.collections.map.TestFlat3Map::testCollections261
DeepSeek,Collections,7,7,not compilable,yes,3,3,1,org.apache.commons.collections.TestExtendedProperties::testKeySet2; org.apache.commons.collections.TestExtendedProperties::testKeySet3; org.apache.commons.collections.TestExtendedProperties::testKeySet4,org.apache.commons.collections.TestExtendedProperties::testKeySet3
DeepSeek,Collections,8,8,pass,yes,1,1,0,org.apache.commons.collections.buffer.TestUnboundedFifoBuffer::testCollections220,
DeepSeek,Collections,9,9,not pass,yes,1,1,1,org.apache.commons.collections.TestExtendedProperties::testCollections271,org.apache.commons.collections.TestExtendedProperties::testCollections271
DeepSeek,Collections,11,11,not pass,yes,1,1,1,org.apache.commons.collections.keyvalue.TestMultiKey::testEqualsAfterSerialization,org.apache.commons.collections.keyvalue.TestMultiKey::testEqualsAfterSerialization
DeepSeek,Collections,12,12,not pass,yes,1,1,1,org.apache.commons.collections.TestExtendedProperties::testCollections271,org.apache.commons.collections.TestExtendedProperties::testCollections271
DeepSeek,Collections,13,13,pass,yes,1,1,1,org.apache.commons.collections.TestExtendedProperties::testCollections299,org.apache.commons.collections.TestExtendedProperties::testCollections299
DeepSeek,Collections,14,14,not compilable,yes,1,1,1,org.apache.commons.collections.map.TestCaseInsensitiveMap::testLocaleIndependence,org.apache.commons.collections.map.TestCaseInsensitiveMap::testLocaleIndependence
DeepSeek,Collections,15,15,pass,yes,1,1,1,org.apache.commons.collections.list.TestSetUniqueList::testCollections304,org.apache.commons.collections.list.TestSetUniqueList::testCollections304
DeepSeek,Collections,16,16,pass,yes,1,1,1,org.apache.commons.collections.list.TestSetUniqueList::testCollections307,org.apache.commons.collections.list.TestSetUniqueList::testCollections307
DeepSeek,Collections,17,17,not compilable,yes,1,1,1,org.apache.commons.collections.functors.TestEqualPredicate::objectFactoryUsesEqualsForTest,org.apache.commons.collections.functors.TestEqualPredicate::objectFactoryUsesEqualsForTest
DeepSeek,Collections,18,18,not pass,yes,1,1,1,org.apache.commons.collections.set.ListOrderedSetTest::testRetainAllCollections426,org.apache.commons.collections.set.ListOrderedSetTest::testRetainAllCollections426
DeepSeek,Collections,19,19,pass,yes,1,1,1,org.apache.commons.collections.list.SetUniqueListTest::testSetCollections444,org.apache.commons.collections.list.SetUniqueListTest::testSetCollections444
DeepSeek,Collections,20,20,pass,yes,1,1,1,org.apache.commons.collections.list.TreeListTest::testBugCollections447,org.apache.commons.collections.list.TreeListTest::testBugCollections447
DeepSeek,Collections,21,21,not compilable,yes,1,1,1,org.apache.commons.collections4.list.SetUniqueListTest::testSubListIsUnmodifiable,org.apache.commons.collections4.list.SetUniqueListTest::testSubListIsUnmodifiable
DeepSeek,Collections,22,22,pass,yes,1,1,1,org.apache.commons.collections4.map.ListOrderedMapTest::testCOLLECTIONS_474_nullValues,org.apache.commons.collections4.map.ListOrderedMapTest::testCOLLECTIONS_474_nullValues
DeepSeek,Collections,23,23,pass,yes,2,2,0,org.apache.commons.collections4.TrieUtilsTest::testUnmodifiableTrie; org.apache.commons.collections4.trie.UnmodifiableTrieTest::testDecorateFactory,
DeepSeek,Collections,24,24,not pass,yes,2,2,1,org.apache.commons.collections4.collection.UnmodifiableBoundedCollectionTest::testDecorateFactory; org.apache.commons.collections4.collection.UnmodifiableBoundedCollectionTest::testUnmodifiable,org.apache.commons.collections4.collection.UnmodifiableBoundedCollectionTest::testDecorateFactory
DeepSeek,Collections,25,25,not pass,yes,1,1,1,org.apache.commons.collections4.IteratorUtilsTest::testCollatedIterator,org.apache.commons.collections4.IteratorUtilsTest::testCollatedIterator
DeepSeek,Collections,26,26,not compilable,yes,1,1,1,org.apache.commons.collections4.keyvalue.MultiKeyTest::testEqualsAfterSerializationOfDerivedClass,org.apache.commons.collections4.keyvalue.MultiKeyTest::testEqualsAfterSerializationOfDerivedClass
DeepSeek,Collections,27,27,not compilable,yes,1,1,0,org.apache.commons.collections4.map.MultiValueMapTest::testUnsafeDeSerialization,
DeepSeek,Collections,28,28,not pass,yes,1,1,0,org.apache.commons.collections4.trie.PatriciaTrieTest::testPrefixMapClear,
