model,project,bug_id,variant,status,trigger_appear,n_trigger_total,n_trigger_appear,n_trigger_pred_success,matched_triggers,pred_success_triggers
DeepSeek,Lang,1,1,pass,yes,1,1,1,org.apache.commons.lang3.math.NumberUtilsTest::TestLang747,org.apache.commons.lang3.math.NumberUtilsTest::TestLang747
DeepSeek,Lang,3,3,not pass,yes,1,1,0,org.apache.commons.lang3.math.NumberUtilsTest::testStringCreateNumberEnsureNoPrecisionLoss,
DeepSeek,Lang,4,4,pass,yes,1,1,1,org.apache.commons.lang3.text.translate.LookupTranslatorTest::testLang882,org.apache.commons.lang3.text.translate.LookupTranslatorTest::testLang882
DeepSeek,Lang,5,5,pass,yes,1,1,1,org.apache.commons.lang3.LocaleUtilsTest::testLang865,org.apache.commons.lang3.LocaleUtilsTest::testLang865
DeepSeek,Lang,6,6,not pass,yes,1,1,0,org.apache.commons.lang3.StringUtilsTest::testEscapeSurrogatePairs,
DeepSeek,Lang,7,7,not pass,yes,1,1,1,org.apache.commons.lang3.math.NumberUtilsTest::testCreateNumber,org.apache.commons.lang3.math.NumberUtilsTest::testCreateNumber
DeepSeek,Lang,8,8,not pass,yes,1,1,1,org.apache.commons.lang3.time.FastDatePrinterTest::testCalendarTimezoneRespected,org.apache.commons.lang3.time.FastDatePrinterTest::testCalendarTimezoneRespected
DeepSeek,Lang,9,9,not pass,yes,1,1,1,org.apache.commons.lang3.time.FastDateParserTest::testLANG_832,org.apache.commons.lang3.time.FastDateParserTest::testLANG_832
DeepSeek,Lang,10,10,not pass,yes,1,1,0,org.apache.commons.lang3.time.FastDateParserTest::testLANG_831,
DeepSeek,Lang,11,11,pass,yes,1,1,1,org.apache.commons.lang3.RandomStringUtilsTest::testLANG807,org.apache.commons.lang3.RandomStringUtilsTest::testLANG807
DeepSeek,Lang,12,12,pass,yes,2,2,1,org.apache.commons.lang3.RandomStringUtilsTest::testExceptions; org.apache.commons.lang3.RandomStringUtilsTest::testLANG805,org.apache.commons.lang3.RandomStringUtilsTest::testLANG805
DeepSeek,Lang,13,13,pass,yes,1,1,1,org.apache.commons.lang3.SerializationUtilsTest::testPrimitiveTypeClassSerialization,org.apache.commons.lang3.SerializationUtilsTest::testPrimitiveTypeClassSerialization
DeepSeek,Lang,14,14,pass,yes,1,1,0,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testEquals,
DeepSeek,Lang,14,14_1,pass,no,1,0,0,,
DeepSeek,Lang,14,14_2,pass,no,1,0,0,,
DeepSeek,Lang,15,15,not pass,yes,2,2,2,org.apache.commons.lang3.reflect.TypeUtilsTest::testGetTypeArguments; org.apache.commons.lang3.reflect.TypeUtilsTest::testIsAssignable,org.apache.commons.lang3.reflect.TypeUtilsTest::testGetTypeArguments; org.apache.commons.lang3.reflect.TypeUtilsTest::testIsAssignable
DeepSeek,Lang,16,16,not pass,yes,1,1,0,org.apache.commons.lang3.math.NumberUtilsTest::testCreateNumber,
DeepSeek,Lang,17,17,not pass,yes,1,1,1,org.apache.commons.lang3.StringEscapeUtilsTest::testLang720,org.apache.commons.lang3.StringEscapeUtilsTest::testLang720
DeepSeek,Lang,19,19,not pass,yes,2,2,2,org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest::testOutOfBounds; org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest::testUnfinishedEntity,org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest::testOutOfBounds; org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest::testUnfinishedEntity
DeepSeek,Lang,20,20,not pass,no,2,0,0,,
DeepSeek,Lang,20,20_1,not pass,yes,2,2,1,org.apache.commons.lang3.StringUtilsTest::testJoin_ArrayChar; org.apache.commons.lang3.StringUtilsTest::testJoin_Objectarray,org.apache.commons.lang3.StringUtilsTest::testJoin_ArrayChar
DeepSeek,Lang,21,21,not pass,yes,1,1,1,org.apache.commons.lang3.time.DateUtilsTest::testIsSameLocalTime_Cal,org.apache.commons.lang3.time.DateUtilsTest::testIsSameLocalTime_Cal
DeepSeek,Lang,22,22,pass,yes,2,2,0,org.apache.commons.lang3.math.FractionTest::testReduce; org.apache.commons.lang3.math.FractionTest::testReducedFactory_int_int,
DeepSeek,Lang,24,24,pass,yes,1,1,1,org.apache.commons.lang3.math.NumberUtilsTest::testIsNumber,org.apache.commons.lang3.math.NumberUtilsTest::testIsNumber
DeepSeek,Lang,26,26,not pass,yes,1,1,0,org.apache.commons.lang3.time.FastDateFormatTest::testLang645,
DeepSeek,Lang,27,27,pass,yes,1,1,1,org.apache.commons.lang3.math.NumberUtilsTest::testCreateNumber,org.apache.commons.lang3.math.NumberUtilsTest::testCreateNumber
DeepSeek,Lang,28,28,pass,yes,1,1,1,org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest::testSupplementaryUnescaping,org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest::testSupplementaryUnescaping
DeepSeek,Lang,29,29,not pass,yes,1,1,1,org.apache.commons.lang3.SystemUtilsTest::testJavaVersionAsInt,org.apache.commons.lang3.SystemUtilsTest::testJavaVersionAsInt
DeepSeek,Lang,29,29_1,not pass,no,1,0,0,,
DeepSeek,Lang,29,29_2,not pass,no,1,0,0,,
DeepSeek,Lang,30,30,not pass,yes,10,10,10,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsAny_StringCharArrayWithBadSupplementaryChars; org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsAny_StringWithBadSupplementaryChars; org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_CharArrayWithBadSupplementaryChars; org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_CharArrayWithSupplementaryChars; org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_StringWithBadSupplementaryChars; org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_StringWithSupplementaryChars; org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testIndexOfAnyBut_StringCharArrayWithSupplementaryChars; org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testIndexOfAnyBut_StringStringWithSupplementaryChars; org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testIndexOfAny_StringCharArrayWithSupplementaryChars; org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testIndexOfAny_StringStringWithSupplementaryChars,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsAny_StringCharArrayWithBadSupplementaryChars; org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsAny_StringWithBadSupplementaryChars; org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_CharArrayWithBadSupplementaryChars; org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_CharArrayWithSupplementaryChars; org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_StringWithBadSupplementaryChars; org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_StringWithSupplementaryChars; org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testIndexOfAnyBut_StringCharArrayWithSupplementaryChars; org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testIndexOfAnyBut_StringStringWithSupplementaryChars; org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testIndexOfAny_StringCharArrayWithSupplementaryChars; org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testIndexOfAny_StringStringWithSupplementaryChars
DeepSeek,Lang,30,30_1,not pass,no,10,0,0,,
DeepSeek,Lang,31,31,pass,yes,2,2,0,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsAnyCharArrayWithSupplementaryChars; org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsAnyStringWithSupplementaryChars,
DeepSeek,Lang,31,31_1,not pass,no,2,0,0,,
DeepSeek,Lang,32,32,not pass,yes,1,1,1,org.apache.commons.lang3.builder.HashCodeBuilderTest::testReflectionObjectCycle,org.apache.commons.lang3.builder.HashCodeBuilderTest::testReflectionObjectCycle
DeepSeek,Lang,33,33,pass,yes,1,1,0,org.apache.commons.lang3.ClassUtilsTest::testToClass_object,
DeepSeek,Lang,34,34,not compilable,yes,27,27,0,org.apache.commons.lang3.builder.ToStringBuilderTest::testObjectCycle; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionArrayAndObjectCycle; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionArrayArrayCycle; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionArrayCycle; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionArrayCycleLevel2; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionBooleanArray; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionBooleanArrayArray; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionByteArrayArray; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionCharArray; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionCharArrayArray; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionDoubleArray; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionDoubleArrayArray; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionFloatArray; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionFloatArrayArray; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionHierarchy; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionIntArray; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionIntArrayArray; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionLongArray; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionLongArrayArray; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionObjectArray; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionObjectCycle; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionShortArray; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionhortArrayArray; org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionyteArray; org.apache.commons.lang3.builder.ToStringBuilderTest::testSelfInstanceTwoVarsReflectionObjectCycle; org.apache.commons.lang3.builder.ToStringBuilderTest::testSelfInstanceVarReflectionObjectCycle; org.apache.commons.lang3.builder.ToStringBuilderTest::testSimpleReflectionObjectCycle,
DeepSeek,Lang,34,34_1,not compilable,no,27,0,0,,
DeepSeek,Lang,35,35,pass,yes,1,1,1,org.apache.commons.lang3.ArrayUtilsAddTest::testLANG571,org.apache.commons.lang3.ArrayUtilsAddTest::testLANG571
DeepSeek,Lang,35,35_1,not pass,no,1,0,0,,
DeepSeek,Lang,35,35_2,not pass,no,1,0,0,,
DeepSeek,Lang,36,36,pass,yes,2,2,2,org.apache.commons.lang3.math.NumberUtilsTest::testCreateNumber; org.apache.commons.lang3.math.NumberUtilsTest::testIsNumber,org.apache.commons.lang3.math.NumberUtilsTest::testCreateNumber; org.apache.commons.lang3.math.NumberUtilsTest::testIsNumber
