model,project,bug_id,variant,status,trigger_appear,n_trigger_total,n_trigger_appear,n_trigger_pred_success,matched_triggers,pred_success_triggers
DeepSeek,Codec,1,1,not pass,yes,1,1,0,org.apache.commons.codec.StringEncoderAbstractTest::testLocaleIndependence,
DeepSeek,Codec,2,2,pass,yes,2,2,2,org.apache.commons.codec.binary.Base64InputStreamTest::testBase64EmptyInputStream; org.apache.commons.codec.binary.Base64OutputStreamTest::testBase64EmptyOutputStream,org.apache.commons.codec.binary.Base64InputStreamTest::testBase64EmptyInputStream; org.apache.commons.codec.binary.Base64OutputStreamTest::testBase64EmptyOutputStream
DeepSeek,Codec,3,3,not pass,yes,1,1,1,org.apache.commons.codec.language.DoubleMetaphone2Test::testDoubleMetaphoneAlternate,org.apache.commons.codec.language.DoubleMetaphone2Test::testDoubleMetaphoneAlternate
DeepSeek,Codec,4,4,pass,yes,2,2,2,org.apache.commons.codec.binary.Base64Codec13Test::testBinaryEncoder; org.apache.commons.codec.binary.Base64Codec13Test::testEncoder,org.apache.commons.codec.binary.Base64Codec13Test::testBinaryEncoder; org.apache.commons.codec.binary.Base64Codec13Test::testEncoder
DeepSeek,Codec,5,5,not pass,yes,2,2,0,org.apache.commons.codec.binary.Base64InputStreamTest::testCodec98NPE; org.apache.commons.codec.binary.Base64OutputStreamTest::testCodec98NPE,
DeepSeek,Codec,6,6,pass,yes,1,1,1,org.apache.commons.codec.binary.Base64InputStreamTest::testCodec101,org.apache.commons.codec.binary.Base64InputStreamTest::testCodec101
DeepSeek,Codec,7,7,pass,yes,2,2,2,org.apache.commons.codec.binary.Base64Test::testByteToStringVariations; org.apache.commons.codec.binary.Base64Test::testRfc4648Section10Encode,org.apache.commons.codec.binary.Base64Test::testByteToStringVariations; org.apache.commons.codec.binary.Base64Test::testRfc4648Section10Encode
DeepSeek,Codec,8,8,not pass,yes,1,1,1,org.apache.commons.codec.binary.Base64InputStreamTest::testCodec105,org.apache.commons.codec.binary.Base64InputStreamTest::testCodec105
DeepSeek,Codec,9,9,not pass,yes,1,1,0,org.apache.commons.codec.binary.Base64Test::testCodec112,
DeepSeek,Codec,10,10,pass,yes,1,1,1,org.apache.commons.codec.language.CaverphoneTest::testEndMb,org.apache.commons.codec.language.CaverphoneTest::testEndMb
DeepSeek,Codec,11,11,not pass,yes,5,5,0,org.apache.commons.codec.net.QuotedPrintableCodecTest::testSkipNotEncodedCRLF; org.apache.commons.codec.net.QuotedPrintableCodecTest::testSoftLineBreakDecode; org.apache.commons.codec.net.QuotedPrintableCodecTest::testSoftLineBreakEncode; org.apache.commons.codec.net.QuotedPrintableCodecTest::testTrailingSpecial; org.apache.commons.codec.net.QuotedPrintableCodecTest::testUltimateSoftBreak,
DeepSeek,Codec,12,12,not pass,yes,12,12,0,org.apache.commons.codec.binary.Base32InputStreamTest::testAvailable; org.apache.commons.codec.binary.Base32InputStreamTest::testCodec130; org.apache.commons.codec.binary.Base32InputStreamTest::testSkipBig; org.apache.commons.codec.binary.Base32InputStreamTest::testSkipPastEnd; org.apache.commons.codec.binary.Base32InputStreamTest::testSkipToEnd; org.apache.commons.codec.binary.Base32InputStreamTest::testSkipWrongArgument; org.apache.commons.codec.binary.Base64InputStreamTest::testAvailable; org.apache.commons.codec.binary.Base64InputStreamTest::testCodec130; org.apache.commons.codec.binary.Base64InputStreamTest::testSkipBig; org.apache.commons.codec.binary.Base64InputStreamTest::testSkipPastEnd; org.apache.commons.codec.binary.Base64InputStreamTest::testSkipToEnd; org.apache.commons.codec.binary.Base64InputStreamTest::testSkipWrongArgument,
DeepSeek,Codec,14,14,not compilable,yes,1,1,1,org.apache.commons.codec.language.bm.PhoneticEngineRegressionTest::testCompatibilityWithOriginalVersion,org.apache.commons.codec.language.bm.PhoneticEngineRegressionTest::testCompatibilityWithOriginalVersion
DeepSeek,Codec,15,15,not pass,yes,1,1,1,org.apache.commons.codec.language.SoundexTest::testHWRuleEx1,org.apache.commons.codec.language.SoundexTest::testHWRuleEx1
DeepSeek,Codec,17,17,pass,yes,1,1,0,org.apache.commons.codec.binary.StringUtilsTest::testNewStringNullInput_CODEC229,
DeepSeek,Codec,17,17_1,pass,no,1,0,0,,
DeepSeek,Codec,18,18,not pass,yes,2,2,2,org.apache.commons.codec.binary.StringUtilsTest::testEqualsCS1; org.apache.commons.codec.binary.StringUtilsTest::testEqualsCS2,org.apache.commons.codec.binary.StringUtilsTest::testEqualsCS1; org.apache.commons.codec.binary.StringUtilsTest::testEqualsCS2
DeepSeek,Codec,18,18_1,pass,no,2,0,0,,
