project,bug_id,folder,class_entry,file,method_sig_snippet,buggy_method_start_line,buggy_method_end_line,changed_buggy_lines
Jsoup,1,Jsoup-1-buggy,org.jsoup.nodes.Document,org/jsoup/nodes/Document.java,private void normalise(Element element) {,113,128,"[125, 126]"
Jsoup,10,Jsoup-10-buggy,org.jsoup.nodes.Node,org/jsoup/nodes/Node.java,public String absUrl(String attributeKey) {,156,179,[]
Jsoup,11,Jsoup-11-buggy,org.jsoup.select.Selector,org/jsoup/select/Selector.java,private Elements select() {,104,133,[]
Jsoup,11,Jsoup-11-buggy,org.jsoup.select.Selector,org/jsoup/select/Selector.java,private Elements findElements() {,154,184,[]
Jsoup,11,Jsoup-11-buggy,org.jsoup.select.Selector,org/jsoup/select/Selector.java,private Elements matches(boolean own) {,296,302,[]
Jsoup,11,Jsoup-11-buggy,org.jsoup.select.Selector,org/jsoup/select/Selector.java,"private static Elements filterForSelf(Collection<Element> parents, Collection<Element> candidates) {",385,396,[]
Jsoup,12,Jsoup-12-buggy,org.jsoup.select.Selector,org/jsoup/select/Selector.java,private void combinator(char combinator) {,137,154,[139]
Jsoup,13,Jsoup-13-buggy,org.jsoup.nodes.Node,org/jsoup/nodes/Node.java,public boolean hasAttr(String attributeKey) {,104,108,[]
Jsoup,14,Jsoup-14-buggy,org.jsoup.parser.Tokeniser,org/jsoup/parser/Tokeniser.java,boolean isAppropriateEndTagToken() {,193,195,[]
Jsoup,14,Jsoup-14-buggy,org.jsoup.parser.TokeniserState,org/jsoup/parser/TokeniserState.java,"void read(Tokeniser t, CharacterReader r) {",214,224,[]
Jsoup,15,Jsoup-15-buggy,org.jsoup.parser.TreeBuilderState,org/jsoup/parser/TreeBuilderState.java,"boolean process(Token t, TreeBuilder tb) {",246,761,[283]
Jsoup,16,Jsoup-16-buggy,org.jsoup.nodes.DocumentType,org/jsoup/nodes/DocumentType.java,"public DocumentType(String name, String publicId, String systemId, String baseUri) {",18,24,[]
Jsoup,16,Jsoup-16-buggy,org.jsoup.nodes.DocumentType,org/jsoup/nodes/DocumentType.java,"void outerHtmlHead(StringBuilder accum, int depth, Document.OutputSettings out) {",32,39,"[33, 37]"
Jsoup,18,Jsoup-18-buggy,org.jsoup.parser.CharacterReader,org/jsoup/parser/CharacterReader.java,CharacterReader(String input) {,16,21,[]
Jsoup,18,Jsoup-18-buggy,org.jsoup.parser.CharacterReader,org/jsoup/parser/CharacterReader.java,String consumeToEnd() {,98,102,[99]
Jsoup,19,Jsoup-19-buggy,org.jsoup.safety.Whitelist,org/jsoup/safety/Whitelist.java,"The cleaner and these whitelists assume that you want to clean a <code>body</code> fragment of HTML (to add user supplied HTML into a templated page), and not to clean a full HTML document. If the latter is the case, either wrap the",39,441,[]
Jsoup,2,Jsoup-2-buggy,org.jsoup.parser.Parser,org/jsoup/parser/Parser.java,private void parseStartTag() {,116,165,[]
Jsoup,20,Jsoup-20-buggy,org.jsoup.helper.DataUtil,org/jsoup/helper/DataUtil.java,"static Document parseByteData(ByteBuffer byteData, String charsetName, String baseUri, Parser parser) {",73,103,[]
Jsoup,21,Jsoup-21-buggy,org.jsoup.select.CombiningEvaluator,org/jsoup/select/CombiningEvaluator.java,Or(Collection<Evaluator> evaluators) {,56,62,[]
Jsoup,21,Jsoup-21-buggy,org.jsoup.select.QueryParser,org/jsoup/select/QueryParser.java,Evaluator parse() {,44,79,"[58, 59, 60, 61, 62, 63, 64, 65, 66]"
Jsoup,21,Jsoup-21-buggy,org.jsoup.select.QueryParser,org/jsoup/select/QueryParser.java,private void combinator(char combinator) {,81,103,[]
Jsoup,22,Jsoup-22-buggy,org.jsoup.nodes.Element,org/jsoup/nodes/Element.java,public Elements siblingElements() {,433,436,[435]
Jsoup,22,Jsoup-22-buggy,org.jsoup.nodes.Element,org/jsoup/nodes/Element.java,public Element nextElementSibling() {,446,454,[]
Jsoup,22,Jsoup-22-buggy,org.jsoup.nodes.Element,org/jsoup/nodes/Element.java,public Element previousElementSibling() {,461,469,[]
Jsoup,22,Jsoup-22-buggy,org.jsoup.nodes.Node,org/jsoup/nodes/Node.java,include this node (a node is not a sibling of itself).,440,446,[445]
Jsoup,22,Jsoup-22-buggy,org.jsoup.nodes.Node,org/jsoup/nodes/Node.java,public Node previousSibling() {,469,478,[]
Jsoup,22,Jsoup-22-buggy,org.jsoup.select.Elements,org/jsoup/select/Elements.java,public Elements() {,18,20,[]
Jsoup,23,Jsoup-23-buggy,org.jsoup.parser.CharacterReader,org/jsoup/parser/CharacterReader.java,String consumeLetterSequence() {,105,116,[]
Jsoup,23,Jsoup-23-buggy,org.jsoup.parser.Tokeniser,org/jsoup/parser/Tokeniser.java,"Character consumeCharacterReference(Character additionalAllowedCharacter, boolean inAttribute) {",100,162,[135]
Jsoup,24,Jsoup-24-buggy,org.jsoup.parser.TokeniserState,org/jsoup/parser/TokeniserState.java,"void read(Tokeniser t, CharacterReader r) {",553,586,[558]
Jsoup,26,Jsoup-26-buggy,org.jsoup.safety.Cleaner,org/jsoup/safety/Cleaner.java,public Document clean(Document dirtyDocument) {,39,46,[]
Jsoup,27,Jsoup-27-buggy,org.jsoup.helper.DataUtil,org/jsoup/helper/DataUtil.java,static String getCharsetFromContentType(String contentType) {,127,136,[133]
Jsoup,28,Jsoup-28-buggy,org.jsoup.nodes.Entities,org/jsoup/nodes/Entities.java,public static boolean isNamedEntity(String name) {,51,53,[]
Jsoup,28,Jsoup-28-buggy,org.jsoup.nodes.Entities,org/jsoup/nodes/Entities.java,"static String unescape(String string, boolean strict) {",102,130,"[103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129]"
Jsoup,28,Jsoup-28-buggy,org.jsoup.parser.Parser,org/jsoup/parser/Parser.java,"public static Document parseBodyFragment(String bodyHtml, String baseUri) {",116,125,[]
Jsoup,28,Jsoup-28-buggy,org.jsoup.parser.Tokeniser,org/jsoup/parser/Tokeniser.java,"Character consumeCharacterReference(Character additionalAllowedCharacter, boolean inAttribute) {",100,164,"[136, 139, 140, 141, 142, 143, 144, 145, 146, 147, 152]"
Jsoup,28,Jsoup-28-buggy,org.jsoup.parser.Tokeniser,org/jsoup/parser/Tokeniser.java,boolean currentNodeInHtmlNS() {,226,231,[]
Jsoup,29,Jsoup-29-buggy,org.jsoup.nodes.Document,org/jsoup/nodes/Document.java,public String title() {,66,70,[69]
Jsoup,3,Jsoup-3-buggy,org.jsoup.nodes.Element,org/jsoup/nodes/Element.java,public Element append(String html) {,267,276,[270]
Jsoup,3,Jsoup-3-buggy,org.jsoup.nodes.Element,org/jsoup/nodes/Element.java,public Element prepend(String html) {,284,295,[287]
Jsoup,3,Jsoup-3-buggy,org.jsoup.nodes.Element,org/jsoup/nodes/Element.java,public Element wrap(String html) {,311,333,[314]
Jsoup,3,Jsoup-3-buggy,org.jsoup.parser.Parser,org/jsoup/parser/Parser.java,"public static Document parseBodyFragment(String bodyHtml, String baseUri) {",61,64,[]
Jsoup,3,Jsoup-3-buggy,org.jsoup.parser.Parser,org/jsoup/parser/Parser.java,"private Element addChildToParent(Element child, boolean isEmptyElement) {",219,247,[224]
Jsoup,3,Jsoup-3-buggy,org.jsoup.parser.Parser,org/jsoup/parser/Parser.java,private boolean stackHasValidParent(Tag childTag) {,249,263,[258]
Jsoup,3,Jsoup-3-buggy,org.jsoup.parser.Tag,org/jsoup/parser/Tag.java,boolean canContain(Tag child) {,67,101,[]
Jsoup,3,Jsoup-3-buggy,org.jsoup.parser.Tag,org/jsoup/parser/Tag.java,Tag getImplicitParent() {,151,153,[]
Jsoup,3,Jsoup-3-buggy,org.jsoup.parser.Tag,org/jsoup/parser/Tag.java,boolean isValidParent(Tag child) {,156,166,[]
Jsoup,3,Jsoup-3-buggy,org.jsoup.parser.Tag,org/jsoup/parser/Tag.java,private Tag setAncestor(String... tagNames) {,367,377,[]
Jsoup,30,Jsoup-30-buggy,org.jsoup.safety.Cleaner,org/jsoup/safety/Cleaner.java,"Iterates the input and copies trusted nodes (tags, attributes, text) into the destination.",68,98,"[70, 71, 72, 74, 84, 85, 87, 95]"
Jsoup,31,Jsoup-31-buggy,org.jsoup.parser.Token,org/jsoup/parser/Token.java,public String toString() {,164,166,[]
Jsoup,31,Jsoup-31-buggy,org.jsoup.parser.TokeniserState,org/jsoup/parser/TokeniserState.java,"void read(Tokeniser t, CharacterReader r) {",1089,1098,[]
Jsoup,31,Jsoup-31-buggy,org.jsoup.parser.XmlTreeBuilder,org/jsoup/parser/XmlTreeBuilder.java,void insert(Token.Comment commentToken) {,64,68,[]
Jsoup,32,Jsoup-32-buggy,org.jsoup.nodes.Element,org/jsoup/nodes/Element.java,public Element clone() {,1136,1140,[1138]
Jsoup,33,Jsoup-33-buggy,org.jsoup.parser.HtmlTreeBuilder,org/jsoup/parser/HtmlTreeBuilder.java,Element insert(Token.StartTag startTag) {,156,169,[]
Jsoup,34,Jsoup-34-buggy,org.jsoup.parser.CharacterReader,org/jsoup/parser/CharacterReader.java,int nextIndexOf(CharSequence seq) {,82,98,[91]
Jsoup,35,Jsoup-35-buggy,org.jsoup.parser.HtmlTreeBuilderState,org/jsoup/parser/HtmlTreeBuilderState.java,"boolean process(Token t, HtmlTreeBuilder tb) {",247,763,[]
Jsoup,36,Jsoup-36-buggy,org.jsoup.helper.DataUtil,org/jsoup/helper/DataUtil.java,"static Document parseByteData(ByteBuffer byteData, String charsetName, String baseUri, Parser parser) {",74,113,[]
Jsoup,36,Jsoup-36-buggy,org.jsoup.helper.DataUtil,org/jsoup/helper/DataUtil.java,static String getCharsetFromContentType(String contentType) {,156,167,[]
Jsoup,37,Jsoup-37-buggy,org.jsoup.nodes.Element,org/jsoup/nodes/Element.java,public String html() {,1098,1102,[1101]
Jsoup,38,Jsoup-38-buggy,org.jsoup.parser.HtmlTreeBuilderState,org/jsoup/parser/HtmlTreeBuilderState.java,"boolean process(Token t, HtmlTreeBuilder tb) {",247,753,[]
Jsoup,39,Jsoup-39-buggy,org.jsoup.helper.DataUtil,org/jsoup/helper/DataUtil.java,"static Document parseByteData(ByteBuffer byteData, String charsetName, String baseUri, Parser parser) {",76,125,[]
Jsoup,4,Jsoup-4-buggy,org.jsoup.nodes.Entities,org/jsoup/nodes/Entities.java,static String unescape(String string) {,47,78,[64]
Jsoup,40,Jsoup-40-buggy,org.jsoup.nodes.DocumentType,org/jsoup/nodes/DocumentType.java,"public DocumentType(String name, String publicId, String systemId, String baseUri) {",19,26,[22]
Jsoup,41,Jsoup-41-buggy,org.jsoup.nodes.Element,org/jsoup/nodes/Element.java,public boolean equals(Object o) {,1168,1176,[1175]
Jsoup,42,Jsoup-42-buggy,org.jsoup.nodes.FormElement,org/jsoup/nodes/FormElement.java,public List<Connection.KeyVal> formData() {,74,107,[99]
Jsoup,43,Jsoup-43-buggy,org.jsoup.nodes.Element,org/jsoup/nodes/Element.java,"private static <E extends Element> Integer indexInList(Element search, List<E> elements) {",568,578,[574]
Jsoup,44,Jsoup-44-buggy,org.jsoup.parser.TreeBuilder,org/jsoup/parser/TreeBuilder.java,protected boolean processStartTag(String name) {,60,62,[]
