project,bug_id,folder,class_entry,file,method_sig_snippet,buggy_method_start_line,buggy_method_end_line,changed_buggy_lines
Mockito,1,Mockito-1-buggy,org.mockito.internal.invocation.InvocationMatcher,org/mockito/internal/invocation/InvocationMatcher.java,public void captureArgumentsFrom(Invocation invocation) {,120,150,[123]
Mockito,10,Mockito-10-buggy,org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs,org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java,"private Object deepStub(InvocationOnMock invocation, GenericMetadataSupport returnTypeGenericMetadata) throws Throwable {",58,74,[71]
Mockito,10,Mockito-10-buggy,org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs,org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java,private Object newDeepStubMock(GenericMetadataSupport returnTypeGenericMetadata) {,87,92,"[87, 90]"
Mockito,10,Mockito-10-buggy,org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs,org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java,private MockSettings withSettingsUsing(GenericMetadataSupport returnTypeGenericMetadata) {,94,101,"[94, 99]"
Mockito,11,Mockito-11-buggy,org.mockito.internal.creation.DelegatingMethod,org/mockito/internal/creation/DelegatingMethod.java,public boolean equals(Object o) {,54,56,[]
Mockito,11,Mockito-11-buggy,org.mockito.internal.creation.DelegatingMethod,org/mockito/internal/creation/DelegatingMethod.java,public int hashCode() {,59,61,[60]
Mockito,12,Mockito-12-buggy,org.mockito.internal.util.reflection.GenericMaster,org/mockito/internal/util/reflection/GenericMaster.java,public Class getGenericType(Field field) {,16,25,[]
Mockito,13,Mockito-13-buggy,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,[77]
Mockito,14,Mockito-14-buggy,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,[]
Mockito,14,Mockito-14-buggy,org.mockito.internal.MockitoCore,org/mockito/internal/MockitoCore.java,"public <T> T verify(T mock, VerificationMode mode) {",67,75,[73]
Mockito,15,Mockito-15-buggy,org.mockito.internal.configuration.injection.FinalMockCandidateFilter,org/mockito/internal/configuration/injection/FinalMockCandidateFilter.java,"public OngoingInjecter filterCandidate(final Collection<Object> mocks, final Field field, final Object fieldInstance) {",18,40,[]
Mockito,16,Mockito-16-buggy,org.mockito.internal.MockitoCore,org/mockito/internal/MockitoCore.java,"public <T> T mock(Class<T> classToMock, MockSettings mockSettings, boolean shouldResetOngoingStubbing) { return mock(classToMock, mockSettings); }",32,32,[32]
Mockito,16,Mockito-16-buggy,org.mockito.internal.MockitoCore,org/mockito/internal/MockitoCore.java,"public <T> T mock(Class<T> classToMock, MockSettings mockSettings) {",33,37,[33]
Mockito,16,Mockito-16-buggy,org.mockito.Mockito,org/mockito/Mockito.java,"public static <T> T mock(Class<T> classToMock, MockSettings mockSettings) {",826,828,[827]
Mockito,16,Mockito-16-buggy,org.mockito.Mockito,org/mockito/Mockito.java,public static <T> T spy(T object) {,896,900,[899]
Mockito,17,Mockito-17-buggy,org.mockito.internal.creation.MockSettingsImpl,org/mockito/internal/creation/MockSettingsImpl.java,public MockSettings serializable() {,21,23,[22]
