project,bug_id,folder,class_entry,file,method_sig_snippet,buggy_method_start_line,buggy_method_end_line,changed_buggy_lines
JacksonDatabind,1,JacksonDatabind-1-buggy,com.fasterxml.jackson.databind.ser.BeanPropertyWriter,com/fasterxml/jackson/databind/ser/BeanPropertyWriter.java,"public void serializeAsColumn(Object bean, JsonGenerator jgen, SerializerProvider prov)",582,624,[]
JacksonDatabind,10,JacksonDatabind-10-buggy,com.fasterxml.jackson.databind.ser.AnyGetterWriter,com/fasterxml/jackson/databind/ser/AnyGetterWriter.java,"public AnyGetterWriter(BeanProperty property, AnnotatedMember accessor, MapSerializer serializer)",28,34,[29]
JacksonDatabind,10,JacksonDatabind-10-buggy,com.fasterxml.jackson.databind.ser.AnyGetterWriter,com/fasterxml/jackson/databind/ser/AnyGetterWriter.java,"public void getAndSerialize(Object bean, JsonGenerator gen, SerializerProvider provider)",36,52,[]
JacksonDatabind,10,JacksonDatabind-10-buggy,com.fasterxml.jackson.databind.ser.AnyGetterWriter,com/fasterxml/jackson/databind/ser/AnyGetterWriter.java,"public void getAndFilter(Object bean, JsonGenerator gen, SerializerProvider provider, PropertyFilter filter)",57,75,[]
JacksonDatabind,10,JacksonDatabind-10-buggy,com.fasterxml.jackson.databind.ser.AnyGetterWriter,com/fasterxml/jackson/databind/ser/AnyGetterWriter.java,public void resolve(SerializerProvider provider) throws JsonMappingException,79,83,[82]
JacksonDatabind,10,JacksonDatabind-10-buggy,com.fasterxml.jackson.databind.ser.BeanSerializerFactory,com/fasterxml/jackson/databind/ser/BeanSerializerFactory.java,"protected JsonSerializer<Object> constructBeanSerializer(SerializerProvider prov, BeanDescription beanDesc)",335,424,[395]
JacksonDatabind,100,JacksonDatabind-100-buggy,com.fasterxml.jackson.databind.node.TreeTraversingParser,com/fasterxml/jackson/databind/node/TreeTraversingParser.java,public byte[] getBinaryValue(Base64Variant b64variant),355,376,"[363, 364, 365, 366, 367, 368, 369, 370, 371]"
JacksonDatabind,101,JacksonDatabind-101-buggy,com.fasterxml.jackson.databind.deser.BeanDeserializer,com/fasterxml/jackson/databind/deser/BeanDeserializer.java,"protected Object deserializeUsingPropertyBasedWithUnwrapped(JsonParser p, DeserializationContext ctxt)",736,836,[771]
JacksonDatabind,102,JacksonDatabind-102-buggy,com.fasterxml.jackson.databind.ser.std.DateTimeSerializerBase,com/fasterxml/jackson/databind/ser/std/DateTimeSerializerBase.java,"public JsonSerializer<?> createContextual(SerializerProvider serializers, BeanProperty property) throws JsonMappingException",62,136,"[67, 68, 69]"
JacksonDatabind,103,JacksonDatabind-103-buggy,com.fasterxml.jackson.databind.DatabindContext,com/fasterxml/jackson/databind/DatabindContext.java,"public JavaType resolveSubType(JavaType baseType, String subClass)",170,202,[195]
