model,project,bug_id,status
DeepSeek,Compress,1,not pass
DeepSeek,Compress,2,not pass
DeepSeek,Compress,3,not pass
DeepSeek,Compress,4,not compilable
DeepSeek,Compress,5,not pass
DeepSeek,Compress,6,pass
DeepSeek,Compress,7,pass
DeepSeek,Compress,8,not pass
DeepSeek,Compress,9,not pass
DeepSeek,Compress,10,not compilable
DeepSeek,Compress,11,not pass
DeepSeek,Compress,12,not compilable
DeepSeek,Compress,13,not pass
DeepSeek,Compress,14,not pass
DeepSeek,Compress,15,not pass
DeepSeek,Compress,16,not pass
DeepSeek,Compress,17,not pass
DeepSeek,Compress,18,pass
DeepSeek,Compress,19,not pass
DeepSeek,Compress,20,not pass
DeepSeek,Compress,21,not pass
DeepSeek,Compress,22,not pass
DeepSeek,Compress,23,pass
DeepSeek,Compress,24,pass
DeepSeek,Compress,25,not compilable
DeepSeek,Compress,26,pass
DeepSeek,Compress,27,pass
DeepSeek,Compress,28,not pass
DeepSeek,Compress,29,not compilable
DeepSeek,Compress,30,pass
DeepSeek,Compress,31,not pass
DeepSeek,Compress,32,not pass
DeepSeek,Compress,33,not compilable
DeepSeek,Compress,34,not pass
DeepSeek,Compress,35,not pass
DeepSeek,Compress,36,not pass
DeepSeek,Compress,37,pass
DeepSeek,Compress,38,not pass
DeepSeek,Compress,39,not pass
DeepSeek,Compress,40,not pass
DeepSeek,Compress,41,not pass
DeepSeek,Compress,42,not compilable
DeepSeek,Compress,43,not pass
DeepSeek,Compress,44,not compilable
DeepSeek,Compress,45,pass
DeepSeek,Compress,46,pass
DeepSeek,Compress,47,not pass
