model,project,bug_id,status
DeepSeek,Collections,1,pass
DeepSeek,Collections,2,not pass
DeepSeek,Collections,3,pass
DeepSeek,Collections,4,pass
DeepSeek,Collections,5,not pass
DeepSeek,Collections,6,pass
DeepSeek,Collections,7,not pass
DeepSeek,Collections,8,not pass
DeepSeek,Collections,9,not pass
DeepSeek,Collections,11,not pass
DeepSeek,Collections,12,not pass
DeepSeek,Collections,13,pass
DeepSeek,Collections,14,not pass
DeepSeek,Collections,15,pass
DeepSeek,Collections,16,pass
DeepSeek,Collections,17,not pass
DeepSeek,Collections,18,not pass
DeepSeek,Collections,19,pass
DeepSeek,Collections,20,pass
DeepSeek,Collections,21,not pass
DeepSeek,Collections,22,pass
DeepSeek,Collections,23,not pass
DeepSeek,Collections,24,not pass
DeepSeek,Collections,25,not pass
DeepSeek,Collections,26,not pass
DeepSeek,Collections,27,not pass
DeepSeek,Collections,28,not pass
