model,project,bug_id,status
DeepSeek,Cli,1,not pass
DeepSeek,Cli,2,not pass
DeepSeek,Cli,3,not pass
DeepSeek,Cli,4,not pass
DeepSeek,Cli,5,pass
DeepSeek,Cli,8,not pass
DeepSeek,Cli,9,pass
DeepSeek,Cli,10,not compilable
DeepSeek,Cli,11,not pass
DeepSeek,Cli,12,pass
DeepSeek,Cli,13,not pass
DeepSeek,Cli,14,not compilable
DeepSeek,Cli,15,not pass
DeepSeek,Cli,16,not pass
DeepSeek,Cli,17,pass
DeepSeek,Cli,18,not pass
DeepSeek,Cli,19,pass
DeepSeek,Cli,20,not pass
DeepSeek,Cli,21,not compilable
DeepSeek,Cli,22,not pass
DeepSeek,Cli,23,pass
DeepSeek,Cli,24,not pass
DeepSeek,Cli,25,timeout
DeepSeek,Cli,26,not pass
DeepSeek,Cli,27,not pass
DeepSeek,Cli,28,pass
DeepSeek,Cli,29,not pass
DeepSeek,Cli,30,not compilable
DeepSeek,Cli,31,not compilable
DeepSeek,Cli,32,not pass
DeepSeek,Cli,33,not pass
DeepSeek,Cli,34,pass
DeepSeek,Cli,35,pass
DeepSeek,Cli,37,pass
DeepSeek,Cli,38,not pass
DeepSeek,Cli,39,not pass
DeepSeek,Cli,40,pass
