model,project,bug_id,status
DeepSeek,Closure,1,not compilable
DeepSeek,Closure,2,pass
DeepSeek,Closure,3,not pass
DeepSeek,Closure,4,not pass
DeepSeek,Closure,5,not pass
DeepSeek,Closure,6,not pass
DeepSeek,Closure,7,not pass
DeepSeek,Closure,8,not compilable
DeepSeek,Closure,9,pass
DeepSeek,Closure,10,pass
DeepSeek,Closure,11,not pass
DeepSeek,Closure,12,pass
DeepSeek,Closure,13,pass
DeepSeek,Closure,14,not pass
DeepSeek,Closure,15,not pass
DeepSeek,Closure,16,not compilable
DeepSeek,Closure,17,not pass
DeepSeek,Closure,18,not pass
DeepSeek,Closure,19,pass
DeepSeek,Closure,20,pass
DeepSeek,Closure,21,not pass
DeepSeek,Closure,22,not pass
DeepSeek,Closure,23,not pass
DeepSeek,Closure,24,not pass
DeepSeek,Closure,25,not pass
DeepSeek,Closure,26,not pass
DeepSeek,Closure,27,not pass
DeepSeek,Closure,28,not pass
DeepSeek,Closure,29,not pass
DeepSeek,Closure,30,not pass
DeepSeek,Closure,31,not pass
DeepSeek,Closure,32,not pass
DeepSeek,Closure,33,not pass
DeepSeek,Closure,34,not pass
DeepSeek,Closure,35,not pass
DeepSeek,Closure,36,not compilable
DeepSeek,Closure,37,not pass
DeepSeek,Closure,38,not pass
DeepSeek,Closure,39,not compilable
DeepSeek,Closure,40,not pass
DeepSeek,Closure,41,not pass
DeepSeek,Closure,42,not compilable
DeepSeek,Closure,43,not pass
DeepSeek,Closure,44,pass
DeepSeek,Closure,45,not pass
DeepSeek,Closure,46,not pass
DeepSeek,Closure,47,not pass
DeepSeek,Closure,48,not pass
DeepSeek,Closure,49,not pass
DeepSeek,Closure,50,not pass
DeepSeek,Closure,51,not pass
DeepSeek,Closure,52,not pass
DeepSeek,Closure,53,not pass
DeepSeek,Closure,54,not pass
DeepSeek,Closure,55,not compilable
DeepSeek,Closure,56,pass
DeepSeek,Closure,57,not pass
DeepSeek,Closure,58,not pass
DeepSeek,Closure,59,not pass
DeepSeek,Closure,60,not pass
DeepSeek,Closure,61,pass
DeepSeek,Closure,62,pass
DeepSeek,Closure,64,not pass
DeepSeek,Closure,65,not pass
DeepSeek,Closure,66,pass
DeepSeek,Closure,67,not pass
DeepSeek,Closure,68,not pass
DeepSeek,Closure,69,not pass
DeepSeek,Closure,70,not compilable
DeepSeek,Closure,71,not pass
DeepSeek,Closure,72,not pass
DeepSeek,Closure,73,not pass
DeepSeek,Closure,74,not pass
DeepSeek,Closure,75,not pass
DeepSeek,Closure,76,not pass
DeepSeek,Closure,77,not compilable
DeepSeek,Closure,78,not pass
DeepSeek,Closure,79,not pass
DeepSeek,Closure,80,not pass
DeepSeek,Closure,81,not pass
DeepSeek,Closure,82,not pass
DeepSeek,Closure,83,not pass
DeepSeek,Closure,84,not pass
DeepSeek,Closure,85,not pass
DeepSeek,Closure,86,not pass
DeepSeek,Closure,87,not pass
