model,project,bug_id,status
DeepSeek,Time,1,not pass
DeepSeek,Time,2,not compilable
DeepSeek,Time,3,not pass
DeepSeek,Time,4,not pass
DeepSeek,Time,5,not pass
DeepSeek,Time,6,not pass
DeepSeek,Time,7,not pass
DeepSeek,Time,8,not pass
DeepSeek,Time,9,not pass
DeepSeek,Time,10,not pass
DeepSeek,Time,12,not pass
DeepSeek,Time,13,not pass
DeepSeek,Time,14,not pass
DeepSeek,Time,15,pass
DeepSeek,Time,16,not pass
DeepSeek,Time,17,not pass
DeepSeek,Time,18,pass
DeepSeek,Time,19,pass
DeepSeek,Time,20,pass
DeepSeek,Time,22,not pass
DeepSeek,Time,23,not pass
DeepSeek,Time,24,not pass
DeepSeek,Time,25,not pass
DeepSeek,Time,26,not compilable
DeepSeek,Time,27,not pass
