model,project,bug_id,status
DeepSeek,Chart,1,pass
DeepSeek,Chart,2,not pass
DeepSeek,Chart,3,not pass
DeepSeek,Chart,4,pass
DeepSeek,Chart,5,not pass
DeepSeek,Chart,6,pass
DeepSeek,Chart,7,pass
DeepSeek,Chart,8,pass
DeepSeek,Chart,9,pass
DeepSeek,Chart,10,pass
DeepSeek,Chart,11,pass
DeepSeek,Chart,12,not compilable
DeepSeek,Chart,13,not pass
DeepSeek,Chart,14,not pass
DeepSeek,Chart,15,pass
DeepSeek,Chart,16,not pass
DeepSeek,Chart,17,not pass
DeepSeek,Chart,18,not pass
DeepSeek,Chart,19,not pass
DeepSeek,Chart,20,pass
DeepSeek,Chart,21,not compilable
DeepSeek,Chart,22,not pass
DeepSeek,Chart,23,not pass
DeepSeek,Chart,24,pass
DeepSeek,Chart,25,pass
DeepSeek,Chart,26,not pass
