model,project,bug_id,status
DeepSeek,JacksonDatabind,1,not pass
DeepSeek,JacksonDatabind,2,not pass
DeepSeek,JacksonDatabind,3,not pass
DeepSeek,JacksonDatabind,4,not compilable
DeepSeek,JacksonDatabind,5,not pass
DeepSeek,JacksonDatabind,6,not pass
DeepSeek,JacksonDatabind,7,not pass
DeepSeek,JacksonDatabind,8,not pass
DeepSeek,JacksonDatabind,9,not pass
DeepSeek,JacksonDatabind,10,not pass
DeepSeek,JacksonDatabind,11,not pass
DeepSeek,JacksonDatabind,12,not pass
DeepSeek,JacksonDatabind,13,not pass
DeepSeek,JacksonDatabind,14,not pass
DeepSeek,JacksonDatabind,15,not compilable
DeepSeek,JacksonDatabind,16,not pass
DeepSeek,JacksonDatabind,17,not pass
DeepSeek,JacksonDatabind,18,not pass
DeepSeek,JacksonDatabind,19,not compilable
DeepSeek,JacksonDatabind,20,not pass
DeepSeek,JacksonDatabind,21,not pass
DeepSeek,JacksonDatabind,22,not pass
DeepSeek,JacksonDatabind,23,not compilable
DeepSeek,JacksonDatabind,24,not pass
DeepSeek,JacksonDatabind,25,not pass
DeepSeek,JacksonDatabind,27,not pass
DeepSeek,JacksonDatabind,28,pass
DeepSeek,JacksonDatabind,29,not pass
DeepSeek,JacksonDatabind,30,not pass
DeepSeek,JacksonDatabind,31,not pass
DeepSeek,JacksonDatabind,32,not pass
DeepSeek,JacksonDatabind,33,not pass
DeepSeek,JacksonDatabind,34,not pass
DeepSeek,JacksonDatabind,35,not pass
DeepSeek,JacksonDatabind,36,not pass
DeepSeek,JacksonDatabind,37,not compilable
DeepSeek,JacksonDatabind,38,not pass
DeepSeek,JacksonDatabind,39,not compilable
DeepSeek,JacksonDatabind,41,not pass
DeepSeek,JacksonDatabind,42,pass
DeepSeek,JacksonDatabind,43,not pass
DeepSeek,JacksonDatabind,44,not pass
DeepSeek,JacksonDatabind,45,not compilable
DeepSeek,JacksonDatabind,46,not pass
DeepSeek,JacksonDatabind,47,not pass
DeepSeek,JacksonDatabind,48,not pass
DeepSeek,JacksonDatabind,49,not compilable
DeepSeek,JacksonDatabind,50,not pass
DeepSeek,JacksonDatabind,51,pass
DeepSeek,JacksonDatabind,52,not pass
DeepSeek,JacksonDatabind,53,not pass
DeepSeek,JacksonDatabind,54,not pass
DeepSeek,JacksonDatabind,55,not pass
DeepSeek,JacksonDatabind,56,not pass
DeepSeek,JacksonDatabind,57,not pass
DeepSeek,JacksonDatabind,58,not compilable
DeepSeek,JacksonDatabind,59,not pass
DeepSeek,JacksonDatabind,60,not pass
DeepSeek,JacksonDatabind,61,not pass
DeepSeek,JacksonDatabind,62,not compilable
DeepSeek,JacksonDatabind,63,not compilable
DeepSeek,JacksonDatabind,64,not compilable
DeepSeek,JacksonDatabind,66,not compilable
DeepSeek,JacksonDatabind,67,not pass
DeepSeek,JacksonDatabind,68,not pass
DeepSeek,JacksonDatabind,69,not pass
DeepSeek,JacksonDatabind,70,pass
DeepSeek,JacksonDatabind,71,not pass
DeepSeek,JacksonDatabind,73,not pass
DeepSeek,JacksonDatabind,74,not pass
DeepSeek,JacksonDatabind,75,not compilable
DeepSeek,JacksonDatabind,76,not pass
DeepSeek,JacksonDatabind,77,not pass
DeepSeek,JacksonDatabind,78,not pass
DeepSeek,JacksonDatabind,79,not compilable
DeepSeek,JacksonDatabind,80,not compilable
DeepSeek,JacksonDatabind,81,not pass
DeepSeek,JacksonDatabind,82,not pass
DeepSeek,JacksonDatabind,83,pass
DeepSeek,JacksonDatabind,84,not pass
DeepSeek,JacksonDatabind,85,not compilable
DeepSeek,JacksonDatabind,86,not pass
DeepSeek,JacksonDatabind,87,not pass
DeepSeek,JacksonDatabind,88,not pass
DeepSeek,JacksonDatabind,90,not pass
DeepSeek,JacksonDatabind,91,not pass
DeepSeek,JacksonDatabind,93,pass
DeepSeek,JacksonDatabind,94,pass
DeepSeek,JacksonDatabind,95,not pass
DeepSeek,JacksonDatabind,96,not pass
DeepSeek,JacksonDatabind,97,not pass
DeepSeek,JacksonDatabind,98,not pass
DeepSeek,JacksonDatabind,99,not pass
DeepSeek,JacksonDatabind,100,not compilable
DeepSeek,JacksonDatabind,101,not pass
DeepSeek,JacksonDatabind,102,not pass
DeepSeek,JacksonDatabind,103,not pass
DeepSeek,JacksonDatabind,104,not pass
DeepSeek,JacksonDatabind,105,not pass
DeepSeek,JacksonDatabind,106,not pass
DeepSeek,JacksonDatabind,107,not pass
DeepSeek,JacksonDatabind,108,not pass
DeepSeek,JacksonDatabind,109,not pass
DeepSeek,JacksonDatabind,110,not compilable
DeepSeek,JacksonDatabind,111,not compilable
DeepSeek,JacksonDatabind,112,not pass
