project,bug_id,folder,class_entry,file,method_sig_snippet,fixed_method_start_line,fixed_method_end_line
Compress,1,Compress-1-buggy,org.apache.commons.compress.archivers.cpio.CpioArchiveOutputStream,org/apache/commons/compress/archivers/cpio/CpioArchiveOutputStream.java,public void close() throws IOException {,344,349
Compress,10,Compress-10-buggy,org.apache.commons.compress.archivers.zip.ZipFile,org/apache/commons/compress/archivers/zip/ZipFile.java,"private void resolveLocalFileHeaderData(Map<ZipArchiveEntry, NameAndComment> entriesWithoutUTF8Flag)",801,848
Compress,11,Compress-11-buggy,org.apache.commons.compress.archivers.ArchiveStreamFactory,org/apache/commons/compress/archivers/ArchiveStreamFactory.java,public ArchiveInputStream createArchiveInputStream(final InputStream in),197,256
Compress,12,Compress-12-buggy,org.apache.commons.compress.archivers.tar.TarArchiveInputStream,org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java,public TarArchiveEntry getNextTarEntry() throws IOException {,172,244
Compress,13,Compress-13-buggy,org.apache.commons.compress.archivers.zip.ZipArchiveEntry,org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java,protected void setName(String name) {,511,518
Compress,14,Compress-14-buggy,org.apache.commons.compress.archivers.tar.TarUtils,org/apache/commons/compress/archivers/tar/TarUtils.java,"public static long parseOctal(final byte[] buffer, final int offset, final int length) {",56,106
Compress,15,Compress-15-buggy,org.apache.commons.compress.archivers.zip.ZipArchiveEntry,org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java,public boolean equals(Object obj) {,649,686
Compress,16,Compress-16-buggy,org.apache.commons.compress.archivers.ArchiveStreamFactory,org/apache/commons/compress/archivers/ArchiveStreamFactory.java,public ArchiveInputStream createArchiveInputStream(final InputStream in),197,263
Compress,17,Compress-17-buggy,org.apache.commons.compress.archivers.tar.TarUtils,org/apache/commons/compress/archivers/tar/TarUtils.java,"public static long parseOctal(final byte[] buffer, final int offset, final int length) {",102,153
Compress,18,Compress-18-buggy,org.apache.commons.compress.archivers.tar.TarArchiveOutputStream,org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java,"void writePaxHeaders(String entryName, Map<String, String> headers) throws IOException {",454,494
Compress,19,Compress-19-buggy,org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField,org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java,"public void reparseCentralDirectoryData(boolean hasUncompressedSize, boolean hasCompressedSize, boolean hasRelativeHeaderOffset, boolean hasDiskStart)",249,287
Compress,2,Compress-2-buggy,org.apache.commons.compress.archivers.ar.ArArchiveInputStream,org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java,public ArArchiveEntry getNextArEntry() throws IOException {,59,177
Compress,2,Compress-2-buggy,org.apache.commons.compress.archivers.ar.ArArchiveInputStream,org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java,public void close() throws IOException {,184,189
