project,bug_id,folder,class_entry,file,method_sig_snippet,fixed_method_start_line,fixed_method_end_line
Jsoup,1,Jsoup-1-buggy,org.jsoup.nodes.Document,org/jsoup/nodes/Document.java,private void normalise(Element element) {,113,134
Jsoup,1,Jsoup-1-buggy_ind1,org.jsoup.nodes.Document,org/jsoup/nodes/Document.java,private void normalise(Element element) {,113,134
Jsoup,1,Jsoup-1-buggy_ind2,org.jsoup.nodes.Document,org/jsoup/nodes/Document.java,private void normalise(Element element) {,113,134
Jsoup,10,Jsoup-10-buggy,org.jsoup.nodes.Node,org/jsoup/nodes/Node.java,public String absUrl(String attributeKey) {,156,184
Jsoup,11,Jsoup-11-buggy,org.jsoup.select.Selector,org/jsoup/select/Selector.java,private Elements select() {,104,133
Jsoup,11,Jsoup-11-buggy,org.jsoup.select.Selector,org/jsoup/select/Selector.java,private Elements findElements() {,154,186
Jsoup,11,Jsoup-11-buggy,org.jsoup.select.Selector,org/jsoup/select/Selector.java,private Elements matches(boolean own) {,298,304
Jsoup,11,Jsoup-11-buggy,org.jsoup.select.Selector,org/jsoup/select/Selector.java,"private static Elements filterForSelf(Collection<Element> parents, Collection<Element> candidates) {",387,398
Jsoup,12,Jsoup-12-buggy,org.jsoup.select.Selector,org/jsoup/select/Selector.java,private void combinator(char combinator) {,137,207
Jsoup,13,Jsoup-13-buggy,org.jsoup.nodes.Node,org/jsoup/nodes/Node.java,public boolean hasAttr(String attributeKey) {,104,113
Jsoup,14,Jsoup-14-buggy,org.jsoup.parser.Tokeniser,org/jsoup/parser/Tokeniser.java,boolean isAppropriateEndTagToken() {,193,195
Jsoup,14,Jsoup-14-buggy,org.jsoup.parser.TokeniserState,org/jsoup/parser/TokeniserState.java,"void read(Tokeniser t, CharacterReader r) {",214,224
Jsoup,15,Jsoup-15-buggy,org.jsoup.parser.TreeBuilderState,org/jsoup/parser/TreeBuilderState.java,"boolean process(Token t, TreeBuilder tb) {",246,761
Jsoup,16,Jsoup-16-buggy,org.jsoup.nodes.DocumentType,org/jsoup/nodes/DocumentType.java,"public DocumentType(String name, String publicId, String systemId, String baseUri) {",18,26
