model,project,bug_id,status
Claude,Cli,1,pass
Claude,Cli,2,not pass
Claude,Cli,3,not pass
Claude,Cli,4,not pass
Claude,Cli,5,pass
Claude,Cli,8,not pass
Claude,Cli,9,pass
Claude,Cli,10,not compilable
Claude,Cli,11,pass
Claude,Cli,12,not pass
Claude,Cli,13,timeout
Claude,Cli,14,pass
Claude,Cli,15,not pass
Claude,Cli,16,not pass
Claude,Cli,17,pass
Claude,Cli,18,pass
Claude,Cli,19,not pass
Claude,Cli,20,not pass
Claude,Cli,21,not pass
Claude,Cli,22,not pass
Claude,Cli,23,not pass
Claude,Cli,24,timeout
Claude,Cli,25,timeout
Claude,Cli,26,not pass
Claude,Cli,27,not pass
Claude,Cli,28,pass
Claude,Cli,29,not pass
Claude,Cli,30,not pass
Claude,Cli,31,not pass
Claude,Cli,32,not pass
Claude,Cli,33,not pass
Claude,Cli,34,pass
Claude,Cli,35,pass
Claude,Cli,37,not pass
Claude,Cli,38,pass
Claude,Cli,39,not compilable
Claude,Cli,40,not compilable
