model,project,bug_id,status
Claude,JacksonCore,1,not pass
Claude,JacksonCore,2,not pass
Claude,JacksonCore,3,pass
Claude,JacksonCore,4,pass
Claude,JacksonCore,5,pass
Claude,JacksonCore,6,pass
Claude,JacksonCore,7,not pass
Claude,JacksonCore,8,not pass
Claude,JacksonCore,9,not pass
Claude,JacksonCore,10,not pass
Claude,JacksonCore,11,not pass
Claude,JacksonCore,12,not pass
Claude,JacksonCore,13,not pass
Claude,JacksonCore,14,not pass
Claude,JacksonCore,15,not pass
Claude,JacksonCore,16,not pass
Claude,JacksonCore,17,pass
Claude,JacksonCore,18,not pass
Claude,JacksonCore,19,not pass
Claude,JacksonCore,20,pass
Claude,JacksonCore,21,not pass
Claude,JacksonCore,22,not pass
Claude,JacksonCore,23,pass
Claude,JacksonCore,24,not pass
Claude,JacksonCore,25,pass
Claude,JacksonCore,26,not pass
