model,project,bug_id,status
Claude,Mockito,1,pass
Claude,Mockito,2,not pass
Claude,Mockito,3,not pass
Claude,Mockito,4,not pass
Claude,Mockito,5,not pass
Claude,Mockito,6,not compilable
Claude,Mockito,7,not pass
Claude,Mockito,8,pass
Claude,Mockito,9,not compilable
Claude,Mockito,10,not compilable
Claude,Mockito,11,not compilable
Claude,Mockito,12,not pass
Claude,Mockito,13,not compilable
Claude,Mockito,14,not pass
Claude,Mockito,15,not pass
Claude,Mockito,16,pass
Claude,Mockito,17,not pass
Claude,Mockito,18,not pass
Claude,Mockito,19,not pass
Claude,Mockito,20,not pass
Claude,Mockito,21,not pass
Claude,Mockito,22,not pass
Claude,Mockito,23,not pass
Claude,Mockito,24,pass
Claude,Mockito,25,not pass
Claude,Mockito,27,not pass
Claude,Mockito,28,not pass
Claude,Mockito,29,pass
Claude,Mockito,30,not pass
Claude,Mockito,31,not pass
Claude,Mockito,32,not pass
Claude,Mockito,33,pass
Claude,Mockito,34,not pass
Claude,Mockito,35,not compilable
Claude,Mockito,36,not compilable
Claude,Mockito,37,not pass
Claude,Mockito,38,pass
