model,project,bug_id,status
Claude,Closure,1,not pass
Claude,Closure,2,pass
Claude,Closure,3,not pass
Claude,Closure,4,not pass
Claude,Closure,5,not pass
Claude,Closure,6,not pass
Claude,Closure,7,not pass
Claude,Closure,8,not pass
Claude,Closure,9,not pass
Claude,Closure,10,not compilable
Claude,Closure,11,pass
Claude,Closure,12,not pass
Claude,Closure,13,pass
Claude,Closure,14,not pass
Claude,Closure,15,not pass
Claude,Closure,16,not pass
Claude,Closure,17,not pass
Claude,Closure,18,not compilable
Claude,Closure,19,pass
Claude,Closure,20,not pass
Claude,Closure,21,not pass
Claude,Closure,22,not pass
Claude,Closure,23,not pass
Claude,Closure,24,not pass
Claude,Closure,25,not pass
Claude,Closure,26,not compilable
Claude,Closure,27,not pass
Claude,Closure,28,not pass
Claude,Closure,29,not pass
Claude,Closure,30,not pass
Claude,Closure,31,not pass
Claude,Closure,32,not pass
Claude,Closure,33,not pass
Claude,Closure,34,not pass
Claude,Closure,35,not pass
Claude,Closure,36,not compilable
Claude,Closure,37,not pass
Claude,Closure,38,not pass
Claude,Closure,39,not pass
Claude,Closure,40,pass
Claude,Closure,41,not compilable
Claude,Closure,42,not compilable
Claude,Closure,43,not pass
Claude,Closure,44,pass
Claude,Closure,45,not pass
Claude,Closure,46,not pass
Claude,Closure,47,not pass
Claude,Closure,48,not pass
Claude,Closure,49,not pass
Claude,Closure,50,not pass
Claude,Closure,51,not pass
Claude,Closure,52,not pass
Claude,Closure,53,not pass
Claude,Closure,54,not pass
Claude,Closure,55,pass
Claude,Closure,56,pass
Claude,Closure,57,not compilable
Claude,Closure,58,not pass
Claude,Closure,59,not pass
Claude,Closure,60,not pass
Claude,Closure,61,not pass
Claude,Closure,62,pass
Claude,Closure,64,not compilable
Claude,Closure,65,not pass
Claude,Closure,66,pass
Claude,Closure,67,not pass
Claude,Closure,68,not pass
Claude,Closure,69,not pass
Claude,Closure,70,not pass
Claude,Closure,71,not pass
Claude,Closure,72,not pass
Claude,Closure,73,not pass
Claude,Closure,74,not pass
Claude,Closure,75,not compilable
Claude,Closure,76,pass
Claude,Closure,77,not pass
Claude,Closure,78,not pass
Claude,Closure,79,not pass
Claude,Closure,80,not pass
Claude,Closure,81,not compilable
Claude,Closure,82,not compilable
Claude,Closure,83,not pass
Claude,Closure,84,not compilable
Claude,Closure,85,not pass
Claude,Closure,86,not pass
Claude,Closure,87,not pass
Claude,Closure,88,pass
Claude,Closure,89,not pass
Claude,Closure,90,not pass
Claude,Closure,91,not pass
Claude,Closure,92,not pass
Claude,Closure,94,not pass
Claude,Closure,95,pass
Claude,Closure,96,not pass
Claude,Closure,97,not pass
Claude,Closure,98,not compilable
Claude,Closure,99,not pass
Claude,Closure,100,pass
Claude,Closure,101,not pass
Claude,Closure,102,not compilable
Claude,Closure,103,not pass
Claude,Closure,104,not pass
Claude,Closure,105,not pass
Claude,Closure,106,not pass
Claude,Closure,107,not pass
Claude,Closure,108,not pass
Claude,Closure,109,not pass
Claude,Closure,110,not pass
Claude,Closure,111,not compilable
Claude,Closure,112,not pass
Claude,Closure,113,not pass
Claude,Closure,114,not pass
Claude,Closure,115,not pass
Claude,Closure,116,not pass
Claude,Closure,117,not pass
Claude,Closure,118,not pass
Claude,Closure,119,not pass
Claude,Closure,120,not pass
Claude,Closure,121,not pass
Claude,Closure,122,pass
Claude,Closure,123,pass
Claude,Closure,124,pass
Claude,Closure,125,not pass
Claude,Closure,126,not pass
Claude,Closure,127,not pass
Claude,Closure,128,pass
Claude,Closure,129,pass
Claude,Closure,130,not pass
Claude,Closure,131,not pass
Claude,Closure,132,not pass
Claude,Closure,133,not compilable
Claude,Closure,134,not pass
Claude,Closure,135,not pass
Claude,Closure,136,not pass
Claude,Closure,137,not pass
Claude,Closure,138,not pass
Claude,Closure,139,not pass
Claude,Closure,140,not pass
Claude,Closure,141,not pass
Claude,Closure,142,not pass
Claude,Closure,143,not pass
Claude,Closure,144,not pass
Claude,Closure,145,not pass
Claude,Closure,146,not pass
Claude,Closure,147,not pass
Claude,Closure,148,not pass
Claude,Closure,149,not pass
Claude,Closure,151,not compilable
Claude,Closure,152,pass
Claude,Closure,153,not pass
Claude,Closure,154,not compilable
Claude,Closure,155,not compilable
Claude,Closure,156,not pass
Claude,Closure,157,not pass
Claude,Closure,158,not pass
Claude,Closure,159,not pass
Claude,Closure,160,not pass
Claude,Closure,161,not pass
Claude,Closure,162,not pass
Claude,Closure,163,not pass
Claude,Closure,164,not pass
Claude,Closure,165,not pass
Claude,Closure,166,pass
Claude,Closure,167,not pass
Claude,Closure,169,not compilable
Claude,Closure,170,pass
Claude,Closure,171,not pass
Claude,Closure,172,not pass
Claude,Closure,173,not pass
Claude,Closure,174,not pass
Claude,Closure,175,not pass
Claude,Closure,176,not pass
