model,project,bug_id,status
Claude,Math,1,not pass
Claude,Math,2,not pass
Claude,Math,3,pass
Claude,Math,4,pass
Claude,Math,5,not pass
Claude,Math,6,not pass
Claude,Math,7,not compilable
Claude,Math,8,not pass
Claude,Math,9,not pass
Claude,Math,10,not pass
Claude,Math,11,pass
Claude,Math,13,not pass
Claude,Math,14,not pass
Claude,Math,15,not pass
Claude,Math,16,not pass
Claude,Math,17,pass
Claude,Math,18,not pass
Claude,Math,19,not pass
Claude,Math,20,pass
Claude,Math,21,not pass
Claude,Math,22,not pass
Claude,Math,23,not pass
Claude,Math,24,not pass
Claude,Math,25,not pass
Claude,Math,26,not pass
Claude,Math,27,not pass
Claude,Math,28,not pass
Claude,Math,29,pass
Claude,Math,30,not pass
Claude,Math,31,not pass
Claude,Math,32,not pass
Claude,Math,33,not pass
Claude,Math,34,pass
Claude,Math,35,pass
Claude,Math,36,pass
Claude,Math,37,not pass
Claude,Math,38,pass
Claude,Math,39,not pass
Claude,Math,40,not pass
Claude,Math,41,pass
Claude,Math,42,not pass
Claude,Math,43,not pass
Claude,Math,44,not pass
Claude,Math,45,not pass
Claude,Math,46,not pass
Claude,Math,47,not pass
Claude,Math,48,not pass
Claude,Math,49,not pass
Claude,Math,50,not pass
Claude,Math,51,not pass
Claude,Math,52,not pass
Claude,Math,53,pass
Claude,Math,54,not pass
Claude,Math,55,not pass
Claude,Math,56,pass
Claude,Math,57,pass
Claude,Math,58,pass
Claude,Math,59,pass
Claude,Math,60,not pass
Claude,Math,61,not pass
Claude,Math,62,pass
Claude,Math,63,not pass
Claude,Math,64,not pass
Claude,Math,65,pass
Claude,Math,66,not pass
Claude,Math,67,not compilable
Claude,Math,68,not pass
Claude,Math,69,not pass
Claude,Math,70,pass
Claude,Math,71,not pass
Claude,Math,72,pass
Claude,Math,73,not pass
Claude,Math,74,not pass
Claude,Math,75,pass
Claude,Math,76,not pass
Claude,Math,77,pass
Claude,Math,78,not pass
Claude,Math,79,not pass
Claude,Math,80,not pass
Claude,Math,81,not pass
Claude,Math,82,pass
Claude,Math,83,pass
Claude,Math,84,not compilable
Claude,Math,85,pass
Claude,Math,86,pass
Claude,Math,87,pass
Claude,Math,88,not pass
Claude,Math,89,pass
Claude,Math,90,not pass
Claude,Math,91,pass
Claude,Math,92,pass
Claude,Math,93,not pass
Claude,Math,94,not pass
Claude,Math,95,pass
Claude,Math,96,not pass
Claude,Math,97,pass
Claude,Math,98,pass
Claude,Math,99,not pass
Claude,Math,100,not pass
Claude,Math,101,pass
Claude,Math,102,not pass
Claude,Math,103,not pass
Claude,Math,105,not pass
Claude,Math,106,pass
