model,project,bug_id,status
Claude,JxPath,1,not pass
Claude,JxPath,2,not pass
Claude,JxPath,3,not pass
Claude,JxPath,4,not compilable
Claude,JxPath,5,not pass
Claude,JxPath,6,not pass
Claude,JxPath,7,not pass
Claude,JxPath,8,not compilable
Claude,JxPath,9,not pass
Claude,JxPath,10,not pass
Claude,JxPath,11,not pass
Claude,JxPath,12,not pass
Claude,JxPath,13,not pass
Claude,JxPath,14,not pass
Claude,JxPath,15,not pass
Claude,JxPath,16,not pass
Claude,JxPath,17,not pass
Claude,JxPath,18,not pass
Claude,JxPath,19,not pass
Claude,JxPath,20,not pass
Claude,JxPath,21,not pass
Claude,JxPath,22,not pass
