model,project,bug_id,status,log
DeepSeek,JacksonCore,1,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-1-buggy.log
DeepSeek,JacksonCore,2,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-2-buggy.log
DeepSeek,JacksonCore,3,not compilable,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-3-buggy.log
DeepSeek,JacksonCore,4,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-4-buggy.log
DeepSeek,JacksonCore,5,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-5-buggy.log
DeepSeek,JacksonCore,6,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-6-buggy.log
DeepSeek,JacksonCore,7,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-7-buggy.log
DeepSeek,JacksonCore,8,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-8-buggy.log
DeepSeek,JacksonCore,9,not compilable,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-9-buggy.log
DeepSeek,JacksonCore,10,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-10-buggy.log
DeepSeek,JacksonCore,11,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-11-buggy.log
DeepSeek,JacksonCore,12,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-12-buggy.log
DeepSeek,JacksonCore,13,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-13-buggy.log
DeepSeek,JacksonCore,14,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-14-buggy.log
DeepSeek,JacksonCore,15,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-15-buggy.log
DeepSeek,JacksonCore,16,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-16-buggy.log
DeepSeek,JacksonCore,17,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-17-buggy.log
DeepSeek,JacksonCore,18,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-18-buggy.log
DeepSeek,JacksonCore,19,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-19-buggy.log
DeepSeek,JacksonCore,20,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-20-buggy.log
DeepSeek,JacksonCore,21,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-21-buggy.log
DeepSeek,JacksonCore,22,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-22-buggy.log
DeepSeek,JacksonCore,23,not compilable,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-23-buggy.log
DeepSeek,JacksonCore,24,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-24-buggy.log
DeepSeek,JacksonCore,25,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-25-buggy.log
DeepSeek,JacksonCore,26,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/DeepSeek/JacksonCore/JacksonCore-26-buggy.log
