project,bug_id,folder,add_test_file,class_fqcn,method_name,repair_result,buggy_result,fixed_result,groundtruth_result,buggy_inst_delta,buggy_inst_score,fixed_inst_delta,fixed_inst_score,buggy_branch_delta,buggy_branch_score,fixed_branch_delta,fixed_branch_score,buggy_base_ci,buggy_base_mi,buggy_base_cb,buggy_base_mb,buggy_add_ci,buggy_add_mi,buggy_add_cb,buggy_add_mb,fixed_base_ci,fixed_base_mi,fixed_base_cb,fixed_base_mb,fixed_add_ci,fixed_add_mi,fixed_add_cb,fixed_add_mb
Gson,1,Gson-1-buggy_ind1,add_test.java,com.google.gson.functional.TypeVariableTest,testGenericArrayType,Not Pass,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,,,,,Not Compilable,Not Compilable,Not Compilable,Not Compilable,,,,,Not Compilable,Not Compilable,Not Compilable,Not Compilable
Gson,1,Gson-1-buggy_ind2,add_test1.java,com.google.gson.functional.TypeVariableTest,testWildcardType,Not Pass,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,,,,,Not Compilable,Not Compilable,Not Compilable,Not Compilable,,,,,Not Compilable,Not Compilable,Not Compilable,Not Compilable
Gson,2,Gson-2-buggy,add_test.java,com.google.gson.functional.DefaultTypeAdaptersTest,testTypeHierarchyFactoryDoesNotMatchSubclass,Not Pass,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,,,,,Not Compilable,Not Compilable,Not Compilable,Not Compilable,,,,,Not Compilable,Not Compilable,Not Compilable,Not Compilable
Gson,3,Gson-3-buggy_ind1,add_test.java,com.google.gson.functional.MapTest,testConcurrentMapWithStringKeys,Not Compilable,Not Pass,Not Compilable,Pass,15,0.0974,Not Compilable,Not Compilable,1,0.0625,Not Compilable,Not Compilable,55,154,6,16,70,139,7,15,,,,,Not Compilable,Not Compilable,Not Compilable,Not Compilable
Gson,3,Gson-3-buggy_ind2,add_test1.java,com.google.gson.functional.MapTest,testRawConcurrentMap,Not Compilable,Not Pass,Not Compilable,Pass,15,0.0974,Not Compilable,Not Compilable,1,0.0625,Not Compilable,Not Compilable,55,154,6,16,70,139,7,15,,,,,Not Compilable,Not Compilable,Not Compilable,Not Compilable
Gson,4,Gson-4-buggy_ind1,add_test.java,com.google.gson.stream.JsonReaderTest,testEmptyArray,Not Compilable,Pass,Not Compilable,Pass,37,0.0749,Not Compilable,Not Compilable,7,0.0745,Not Compilable,Not Compilable,69,494,12,94,106,457,19,87,,,,,Not Compilable,Not Compilable,Not Compilable,Not Compilable
Gson,4,Gson-4-buggy_ind2,add_test1.java,com.google.gson.stream.JsonReaderTest,testEmptyObject,Not Compilable,Pass,Not Compilable,Pass,45,0.0911,Not Compilable,Not Compilable,8,0.0851,Not Compilable,Not Compilable,69,494,12,94,114,449,20,86,,,,,Not Compilable,Not Compilable,Not Compilable,Not Compilable
Gson,4,Gson-4-buggy_ind3,add_test2.java,com.google.gson.stream.JsonReaderTest,testEmptyArrayWithTrailingComma,Not Compilable,Not Pass,Not Compilable,Pass,46,0.0931,Not Compilable,Not Compilable,11,0.1170,Not Compilable,Not Compilable,69,494,12,94,115,448,23,83,,,,,Not Compilable,Not Compilable,Not Compilable,Not Compilable
Gson,5,Gson-5-buggy_ind1,add_test.java,com.google.gson.DefaultDateTypeAdapterTest,testDateDeserializationISO8601NegativeOffsetNoMinutes,Pass,Not Pass,Not Pass,Pass,3,0.0385,3,0.0208,2,0.0833,2,0.0714,313,78,29,24,316,75,31,22,265,144,27,28,268,141,29,26
Gson,5,Gson-5-buggy_ind2,add_test1.java,com.google.gson.DefaultDateTypeAdapterTest,testDateDeserializationISO8601ZeroOffsetNoMinutes,Pass,Not Pass,Pass,Pass,0,0.0000,0,0.0000,0,0.0000,0,0.0000,313,78,29,24,313,78,29,24,265,144,27,28,265,144,27,28
