model,project,bug_id,status,log
GPT5,Mockito,1,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-1-buggy.log
GPT5,Mockito,2,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-2-buggy.log
GPT5,Mockito,3,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-3-buggy.log
GPT5,Mockito,4,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-4-buggy.log
GPT5,Mockito,5,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-5-buggy.log
GPT5,Mockito,6,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-6-buggy.log
GPT5,Mockito,7,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-7-buggy.log
GPT5,Mockito,8,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-8-buggy.log
GPT5,Mockito,9,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-9-buggy.log
GPT5,Mockito,10,not compilable,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-10-buggy.log
GPT5,Mockito,11,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-11-buggy.log
GPT5,Mockito,12,not compilable,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-12-buggy.log
GPT5,Mockito,13,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-13-buggy.log
GPT5,Mockito,14,not compilable,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-14-buggy.log
GPT5,Mockito,15,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-15-buggy.log
GPT5,Mockito,16,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-16-buggy.log
GPT5,Mockito,17,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-17-buggy.log
GPT5,Mockito,18,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-18-buggy.log
GPT5,Mockito,19,not compilable,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-19-buggy.log
GPT5,Mockito,20,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-20-buggy.log
GPT5,Mockito,21,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-21-buggy.log
GPT5,Mockito,22,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-22-buggy.log
GPT5,Mockito,23,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-23-buggy.log
GPT5,Mockito,24,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-24-buggy.log
GPT5,Mockito,25,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-25-buggy.log
GPT5,Mockito,27,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-27-buggy.log
GPT5,Mockito,28,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-28-buggy.log
GPT5,Mockito,29,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-29-buggy.log
GPT5,Mockito,30,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-30-buggy.log
GPT5,Mockito,31,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-31-buggy.log
GPT5,Mockito,32,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-32-buggy.log
GPT5,Mockito,33,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-33-buggy.log
GPT5,Mockito,34,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-34-buggy.log
GPT5,Mockito,35,not compilable,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-35-buggy.log
GPT5,Mockito,36,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-36-buggy.log
GPT5,Mockito,37,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-37-buggy.log
GPT5,Mockito,38,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Mockito/Mockito-38-buggy.log
