model,project,bug_id,status,log
GPT5,Gson,1,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Gson/Gson-1-buggy.log
GPT5,Gson,2,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Gson/Gson-2-buggy.log
GPT5,Gson,3,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Gson/Gson-3-buggy.log
GPT5,Gson,4,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Gson/Gson-4-buggy.log
GPT5,Gson,5,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Gson/Gson-5-buggy.log
GPT5,Gson,6,not compilable,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Gson/Gson-6-buggy.log
GPT5,Gson,7,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Gson/Gson-7-buggy.log
GPT5,Gson,8,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Gson/Gson-8-buggy.log
GPT5,Gson,9,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Gson/Gson-9-buggy.log
GPT5,Gson,10,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Gson/Gson-10-buggy.log
GPT5,Gson,11,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Gson/Gson-11-buggy.log
GPT5,Gson,12,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Gson/Gson-12-buggy.log
GPT5,Gson,13,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Gson/Gson-13-buggy.log
GPT5,Gson,14,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Gson/Gson-14-buggy.log
GPT5,Gson,15,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Gson/Gson-15-buggy.log
GPT5,Gson,16,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Gson/Gson-16-buggy.log
GPT5,Gson,17,not pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Gson/Gson-17-buggy.log
GPT5,Gson,18,pass,/Users/grace/Documents/Paper/BugFixing/Interpretation/test-logs/baseline/GPT5/Gson/Gson-18-buggy.log
