bug_id,bug_score,fix_score,code_score,total_score
1,0.4881516587677725,0.4881516587677725,1,0.7440758293838863
2,0.3684210526315789,0.47368421052631576,1,0.7105263157894737
3,0.43243243243243246,0.43243243243243246,0,0.21621621621621623
4,1.0,1.0,0,0.5
5,0.6551724137931034,0.8064516129032258,1,0.8654060066740823
6,0.6470588235294118,0.6470588235294118,0,0.3235294117647059
7,1.0,0.6666666666666666,0,0.41666666666666663
8,0.76,0.76,0,0.38
9,0.8571428571428571,0.7142857142857143,1,0.8928571428571428
10,0.8709677419354839,0.8709677419354839,1,0.935483870967742
11,0.7878787878787878,0.8108108108108109,0,0.39967239967239965
12,0.0,0.0,0,0.0
13,0.0,0.0,0,0.0
14,0.7727272727272727,0.0,0,0.19318181818181818
15,1.0,1.0,0,0.5
16,0.0,0.0,0,0.0
17,0.0,0.5,1,0.625
18,0.8571428571428571,0.8571428571428571,0,0.42857142857142855
