file,file_id,batch_id,status
z_requests/Chart/requests.jsonl,,batch_69f871741ef48190a054c9c1c3e67bee,completed
z_requests/Chart/requests1.jsonl,,batch_69f872ac8fac81909bb4842657329673,completed
z_requests/Csv/requests.jsonl,,batch_69fae8e8ff1c81908cc7a0aace5c5308,completed
z_requests/Time/requests.jsonl,,batch_6a0ae4dc2e04819097c34a20934ba014,completed
z_requests/Time/requests1.jsonl,,batch_6a0c288ae28c81909c4256030cab9b88,completed
z_requests/Time/requests10.jsonl,,batch_6a0c2fc351b4819097b7a6af9b35b39a,completed
z_requests/Time/requests11.jsonl,,batch_6a0c309508d48190b7cfd95ae1976789,completed
z_requests/Time/requests2.jsonl,,batch_69fc3251fce48190bb5f650816ad4652,completed
z_requests/Time/requests3.jsonl,file-7FJWjbGdwAi3sr4GPWFGbv,batch_6a0d5fa1fd0c81908ddae3c2456bcbba,validating
z_requests/Time/requests4.jsonl,,batch_6a0c31e0fbf88190af6d65660b015465,completed
z_requests/Time/requests5.jsonl,,batch_69fc4e19ebc88190abfd81e7d37d6cc2,completed
z_requests/Time/requests6.jsonl,,batch_6a0c34b2b39c8190803602a7980ac767,completed
z_requests/Time/requests7.jsonl,,batch_69fc5cb309348190b3ab88b775c2a81d,completed
z_requests/Time/requests8.jsonl,,batch_69fc60dcee148190901734d271f17435,completed
z_requests/Time/requests9.jsonl,,batch_69fc61feb9d081909da6d73e49095026,completed
z_requests/Time copy/requests.jsonl,,NA,create_failed
z_requests/Time copy/requests1.jsonl,,NA,create_failed
z_requests/Time copy/requests10.jsonl,,NA,create_failed
z_requests/Time copy/requests11.jsonl,,NA,create_failed
z_requests/Time copy/requests2.jsonl,,NA,create_failed
z_requests/Time copy/requests3.jsonl,,NA,create_failed
z_requests/Time copy/requests3_.jsonl,,NA,create_failed
z_requests/Time copy/requests4.jsonl,,NA,create_failed
z_requests/Time copy/requests5.jsonl,,NA,create_failed
z_requests/Time copy/requests6.jsonl,,NA,create_failed
z_requests/Time copy/requests7.jsonl,,NA,create_failed
z_requests/Time copy/requests8.jsonl,,NA,create_failed
z_requests/Time copy/requests9.jsonl,,NA,create_failed
z_requests/Cli/requests.jsonl,,batch_6a0eb825ace881909134aa50ee52d143,completed
z_requests/Closure/requests.jsonl,file-EbUHAx1LRozJEvVXmC1ig5,batch_6a0f312b58948190a2ce97e17e6de406,completed
z_requests/Closure/requests1.jsonl,file-54MjF53izbBQPtUJ8QF1Re,batch_6a0f9109941081909b25481992760243,completed
z_requests/Closure/requests10.jsonl,file-5WifoPZ2HuDQY5cfkS2T2W,batch_6a0fb8a76a648190a6f5d4b150f18044,completed
z_requests/Closure/requests11.jsonl,file-6hyypA23k8KGfxencUbXD3,batch_6a0fbb67f060819099813bd13147c977,completed
z_requests/Closure/requests12.jsonl,file-7rqKFaC15inm9cghXzDc4b,batch_6a0fc69f42c881909622b148b808ed53,completed
z_requests/Closure/requests13.jsonl,file-YGnQa2C28BWuxP5ZguPTgd,batch_6a10108d3e6c8190b2e3e68a5ce3e8c5,completed
z_requests/Closure/requests14.jsonl,file-2gT4VfctUGgC3Gud7Eck9m,batch_6a1010901c108190ad54610634131bfc,completed
z_requests/Closure/requests15.jsonl,file-PVgYXtCdeMvnswKwnHhn8o,batch_6a101092794481909c28f5ffa910ca02,completed
z_requests/Closure/requests16.jsonl,file-7gwtWZu6u1hK3NGwkfrDsf,batch_6a101095cd5881909afa1081dee715b2,completed
z_requests/Closure/requests17.jsonl,file-6czFLvFnSzAdtVS5v4YUpf,batch_6a10109852f4819095dfa8556ff8cd16,completed
z_requests/Closure/requests18.jsonl,file-X47MHQmvSFihj2SkLemHGM,batch_6a10109b10788190928042b33c2eb957,completed
z_requests/Closure/requests19.jsonl,file-QN8gKiC68pMT5V9UwXKFWZ,batch_6a10109d7f908190a97a099107f85436,completed
z_requests/Closure/requests2.jsonl,file-B7bMwvXEr8LvS3hqyv1WaR,batch_6a1010a012d08190a89a0b234ed4e910,completed
z_requests/Closure/requests20.jsonl,file-GYkAeU5BZprQnxFc7NKniY,batch_6a1010a2db0881908a2e3b78e86da62a,completed
z_requests/Closure/requests21.jsonl,file-1XaNVLNHqGwZefmqU7Az4V,batch_6a1010a53fc88190a2f290e1e132a12b,completed
z_requests/Closure/requests22.jsonl,file-3HjJ6w6Vv8eEXKKQX6k8eT,batch_6a1010a84b2c81909f4a5c1a33f2a343,completed
z_requests/Closure/requests23.jsonl,file-P3QTHS1FYoKyUVpEcgkxgo,batch_6a1010aa64348190b0613d1e182aa1ce,completed
z_requests/Closure/requests24.jsonl,file-NCvcQjbCkL3vUU7dFp5LMi,batch_6a1010ad3ecc8190887e08b9fea5771a,completed
z_requests/Closure/requests25.jsonl,file-GcxbfNR77kt6ZCfud9V9SJ,batch_6a1010afb3c48190a2b11f54439df95c,completed
z_requests/Closure/requests26.jsonl,file-7xWWWbPUcQkw19fPp4MvUS,batch_6a1010b2126481908de60a899d8fdba0,completed
z_requests/Closure/requests27.jsonl,file-JTthLENVibUX2q3WS3Ze4Q,batch_6a1010b4f3288190a57366525f4cf8c0,completed
z_requests/Closure/requests28.jsonl,file-Dh2Gw1REf1GKHoAHKZaWdC,batch_6a1010b773f08190ab526ff0bedbd0da,completed
z_requests/Closure/requests29.jsonl,file-YU1sDwyCrwgowdB5DZdQVx,batch_6a1010ba61688190a2c9379434f7c3df,completed
z_requests/Closure/requests3.jsonl,file-6YEduFzRrV6EtajFaJNNDV,batch_6a1010bcdbc88190a1c9e75f498ed8d9,completed
z_requests/Closure/requests30.jsonl,file-NXnnszbyDx6NPHV89Y7VVU,batch_6a1010bf139c81909f45a1cdfc80a6cb,completed
z_requests/Closure/requests31.jsonl,file-XaiBSkWWQE9jcMb6oNiEzU,batch_6a1010c12b84819097f65e278f9a2fbe,completed
z_requests/Closure/requests32.jsonl,file-CkNzX6YQCEGfTEEbsC53VB,batch_6a1010c3a83c8190a1d2b82e994642d9,completed
z_requests/Closure/requests33.jsonl,file-LXjpr1brPxxYBrDLLPHWTk,batch_6a1010c5fd1c8190a0e63aef34a9b36e,completed
