bug_id,bug_score,fix_score,code_score,total_score
1,0.625,0.7,1,0.83125
2,1.0,0.972972972972973,0,0.49324324324324326
3,1.0,0.8571428571428571,1,0.9642857142857143
4,0.8571428571428571,1.0,1,0.9642857142857143
5,1.0,0.6666666666666666,0,0.41666666666666663
6,0.5862068965517241,0.8017241379310345,1,0.8469827586206896
7,0.13548387096774195,0.15286624203821655,0,0.07208752825148962
8,0.2857142857142857,0.0,0,0.07142857142857142
9,1.0,0.75,0,0.4375
10,0.0,0.0,0,0.0
11,1.0,1.0,0,0.5
12,1.0,0.0,0,0.25
13,0.6666666666666666,0.75,1,0.8541666666666666
14,0.6666666666666666,0.0,0,0.16666666666666666
15,0.5714285714285714,0.8571428571428571,0,0.3571428571428571
16,1.0,1.0,1,1.0
17,1.0,1.0,1,1.0
18,0.5555555555555556,0.5,0,0.2638888888888889
19,0.7142857142857143,0.75,0,0.3660714285714286
20,0.5833333333333334,0.46153846153846156,0,0.26121794871794873
21,1.0,0.0,0,0.25
22,0.8571428571428571,0.7777777777777778,1,0.9087301587301587
23,1.0,1.0,1,1.0
24,1.0,0.8,0,0.45
25,0.3333333333333333,0.2,0,0.13333333333333333
26,0.0,0.3333333333333333,0,0.08333333333333333
27,0.0,0.0,0,0.0
28,0.0,0.0,0,0.0
