project,bug_id,folder,add_test_file,class_fqcn,method_name,repair_result,buggy_result,fixed_result,groundtruth_result,buggy_inst_delta,buggy_inst_score,fixed_inst_delta,fixed_inst_score,buggy_branch_delta,buggy_branch_score,fixed_branch_delta,fixed_branch_score,buggy_base_ci,buggy_base_mi,buggy_base_cb,buggy_base_mb,buggy_add_ci,buggy_add_mi,buggy_add_cb,buggy_add_mb,fixed_base_ci,fixed_base_mi,fixed_base_cb,fixed_base_mb,fixed_add_ci,fixed_add_mi,fixed_add_cb,fixed_add_mb
Jacksondatabind,1,JacksonDatabind-1-buggy,add_test.java,com.fasterxml.jackson.databind.struct.TestPOJOAsArray,serialize,Not Pass,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,,,,,Not Compilable,Not Compilable,Not Compilable,Not Compilable,,,,,Not Compilable,Not Compilable,Not Compilable,Not Compilable
Jacksondatabind,2,JacksonDatabind-2-buggy,add_test.java,com.fasterxml.jackson.databind.node.TestConversions,testWriteNull,Not Pass,Not Pass,Pass,Pass,5,1.0000,18,0.6923,0,0.0000,4,0.6667,5,5,0,0,10,0,0,0,12,26,2,6,30,8,6,2
Jacksondatabind,2,JacksonDatabind-2-buggy,add_test1.java,com.fasterxml.jackson.databind.node.TestConversions,testWriteSimpleObject,Not Pass,Not Pass,Pass,Pass,5,1.0000,18,0.6923,0,0.0000,4,0.6667,5,5,0,0,10,0,0,0,12,26,2,6,30,8,6,2
Jacksondatabind,2,JacksonDatabind-2-buggy,add_test2.java,com.fasterxml.jackson.databind.node.TestConversions,testWriteTreeNode,Not Pass,Not Pass,Pass,Pass,5,1.0000,18,0.6923,0,0.0000,4,0.6667,5,5,0,0,10,0,0,0,12,26,2,6,30,8,6,2
Jacksondatabind,3,JacksonDatabind-3-buggy,add_test.java,com.fasterxml.jackson.databind.deser.TestArrayDeserialization,testStringArrayCustomNull,Not Pass,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,Not Compilable,,,,,Not Compilable,Not Compilable,Not Compilable,Not Compilable,,,,,Not Compilable,Not Compilable,Not Compilable,Not Compilable
Jacksondatabind,4,JacksonDatabind-4-buggy,add_test.java,com.fasterxml.jackson.databind.deser.TestCollectionDeserialization,testArrayIndexForExceptionsAdditional,Not Pass,Not Pass,Not Pass,Pass,20,0.2062,21,0.2143,3,0.2308,3,0.2308,37,97,5,13,57,77,8,10,37,98,5,13,58,77,8,10
Jacksondatabind,5,JacksonDatabind-5-buggy,add_test.java,com.fasterxml.jackson.databind.introspect.TestMixinMerging,testMultiLevelMixInOverride,Not Pass,Not Pass,Pass,Pass,0,0.0000,0,0.0000,0,0.0000,0,0.0000,58,5,7,1,58,5,7,1,61,5,7,1,61,5,7,1
Jacksondatabind,6,JacksonDatabind-6-buggy,add_test.java,com.fasterxml.jackson.databind.deser.TestDateDeserialization,testISO8601MissingSecondsZ,Not Pass,Not Pass,Pass,Pass,82,0.7009,162,0.3624,6,0.2727,18,0.2500,95,117,6,22,177,35,12,16,203,447,22,72,365,285,40,54
Jacksondatabind,6,JacksonDatabind-6-buggy,add_test1.java,com.fasterxml.jackson.databind.deser.TestDateDeserialization,testISO8601MissingSecondsNoTimezone,Not Pass,Not Pass,Pass,Pass,82,0.7009,162,0.3624,6,0.2727,18,0.2500,95,117,6,22,177,35,12,16,203,447,22,72,365,285,40,54
Jacksondatabind,7,JacksonDatabind-7-buggy,add_test.java,com.fasterxml.jackson.databind.creators.TestCreatorsDelegating,testDeserializeTokenBufferFromFieldName,Not Pass,Not Pass,Not Pass,Pass,0,0.0000,0,0.0000,0,0.0000,0,0.0000,5,0,0,0,5,0,0,0,23,3,2,2,23,3,2,2
