model,project,bug_id,variant,status,trigger_appear,n_trigger_total,n_trigger_appear,n_trigger_pred_success,matched_triggers,pred_success_triggers
Claude,JacksonCore,1,1,not pass,yes,1,1,0,com.fasterxml.jackson.core.json.TestParserNonStandard::testAllowNaN,
Claude,JacksonCore,2,2,not pass,yes,2,2,0,com.fasterxml.jackson.core.json.TestParserErrorHandling::testMangledNumbersBytes; com.fasterxml.jackson.core.json.TestParserErrorHandling::testMangledNumbersChars,
Claude,JacksonCore,3,3,not pass,yes,1,1,1,com.fasterxml.jackson.core.json.TestLocation::testOffsetWithInputOffset,com.fasterxml.jackson.core.json.TestLocation::testOffsetWithInputOffset
Claude,JacksonCore,4,4,pass,yes,1,1,1,com.fasterxml.jackson.core.util.TestTextBuffer::testExpand,com.fasterxml.jackson.core.util.TestTextBuffer::testExpand
Claude,JacksonCore,5,5,pass,yes,1,1,1,com.fasterxml.jackson.core.TestJsonPointer::testWonkyNumber173,com.fasterxml.jackson.core.TestJsonPointer::testWonkyNumber173
Claude,JacksonCore,6,6,pass,yes,1,1,1,com.fasterxml.jackson.core.TestJsonPointer::testIZeroIndex,com.fasterxml.jackson.core.TestJsonPointer::testIZeroIndex
Claude,JacksonCore,7,7,not pass,yes,2,2,0,com.fasterxml.jackson.core.json.GeneratorFailTest::testFailOnWritingStringNotFieldNameBytes; com.fasterxml.jackson.core.json.GeneratorFailTest::testFailOnWritingStringNotFieldNameChars,
Claude,JacksonCore,8,8,not pass,yes,1,1,1,com.fasterxml.jackson.core.util.TestTextBuffer::testEmpty,com.fasterxml.jackson.core.util.TestTextBuffer::testEmpty
Claude,JacksonCore,9,9,not pass,yes,2,2,2,com.fasterxml.jackson.core.json.TestJsonParser::testGetValueAsTextBytes; com.fasterxml.jackson.core.json.TestJsonParser::testGetValueAsTextChars,com.fasterxml.jackson.core.json.TestJsonParser::testGetValueAsTextBytes; com.fasterxml.jackson.core.json.TestJsonParser::testGetValueAsTextChars
Claude,JacksonCore,10,10,not compilable,yes,4,4,3,com.fasterxml.jackson.core.sym.TestByteBasedSymbols::testIssue207; com.fasterxml.jackson.core.sym.TestSymbolTables::testCollisionsWithBytesNew187b; com.fasterxml.jackson.core.sym.TestSymbolTables::testShortNameCollisionsDirectNew; com.fasterxml.jackson.core.sym.TestSymbolTables::testSyntheticWithBytesNew,com.fasterxml.jackson.core.sym.TestSymbolTables::testCollisionsWithBytesNew187b; com.fasterxml.jackson.core.sym.TestSymbolTables::testShortNameCollisionsDirectNew; com.fasterxml.jackson.core.sym.TestSymbolTables::testSyntheticWithBytesNew
Claude,JacksonCore,11,11,not pass,yes,1,1,0,com.fasterxml.jackson.core.sym.SymbolsViaParserTest::testSymbolTableExpansionBytes,
Claude,JacksonCore,12,12,not pass,yes,1,1,0,com.fasterxml.jackson.core.json.LocationInObjectTest::testOffsetWithObjectFieldsUsingReader,
Claude,JacksonCore,12,12_1,not pass,no,1,0,0,,
Claude,JacksonCore,13,13,not pass,yes,1,1,1,com.fasterxml.jackson.core.json.TestJsonGeneratorFeatures::testFieldNameQuotingEnabled,com.fasterxml.jackson.core.json.TestJsonGeneratorFeatures::testFieldNameQuotingEnabled
Claude,JacksonCore,13,13_1,not pass,no,1,0,0,,
Claude,JacksonCore,14,14,not pass,yes,1,1,1,com.fasterxml.jackson.core.io.TestIOContext::testAllocations,com.fasterxml.jackson.core.io.TestIOContext::testAllocations
Claude,JacksonCore,14,14_1,not pass,no,1,0,0,,
Claude,JacksonCore,15,15,not pass,yes,1,1,1,com.fasterxml.jackson.core.filter.BasicParserFilteringTest::testNotAllowMultipleMatches,com.fasterxml.jackson.core.filter.BasicParserFilteringTest::testNotAllowMultipleMatches
Claude,JacksonCore,16,16,not pass,yes,1,1,1,com.fasterxml.jackson.core.json.ParserSequenceTest::testInitialized,com.fasterxml.jackson.core.json.ParserSequenceTest::testInitialized
Claude,JacksonCore,17,17,not pass,yes,1,1,1,com.fasterxml.jackson.core.json.RawValueWithSurrogatesTest::testRawWithSurrogatesString,com.fasterxml.jackson.core.json.RawValueWithSurrogatesTest::testRawWithSurrogatesString
Claude,JacksonCore,17,17_1,not pass,no,1,0,0,,
