model,project,bug_id,variant,status,trigger_appear,n_trigger_total,n_trigger_appear,n_trigger_pred_success,matched_triggers,pred_success_triggers
Claude,Time,1,1,not pass,no,1,0,0,,
Claude,Time,1,1_1,not pass,no,1,0,0,,
Claude,Time,1,1_10,not pass,no,1,0,0,,
Claude,Time,1,1_11,not pass,no,1,0,0,,
Claude,Time,1,1_12,not pass,no,1,0,0,,
Claude,Time,1,1_13,not pass,no,1,0,0,,
Claude,Time,1,1_2,not pass,no,1,0,0,,
Claude,Time,1,1_3,not pass,no,1,0,0,,
Claude,Time,1,1_4,not pass,no,1,0,0,,
Claude,Time,1,1_5,not pass,no,1,0,0,,
Claude,Time,1,1_6,not pass,no,1,0,0,,
Claude,Time,1,1_7,not pass,yes,1,1,1,org.joda.time.TestPartial_Constructors::testConstructorEx7_TypeArray_intArray,org.joda.time.TestPartial_Constructors::testConstructorEx7_TypeArray_intArray
Claude,Time,1,1_8,not pass,no,1,0,0,,
Claude,Time,1,1_9,not pass,no,1,0,0,,
Claude,Time,2,2,not pass,no,1,0,0,,
Claude,Time,2,2_1,not pass,no,1,0,0,,
Claude,Time,2,2_10,not pass,no,1,0,0,,
Claude,Time,2,2_11,not pass,no,1,0,0,,
Claude,Time,2,2_12,not pass,no,1,0,0,,
Claude,Time,2,2_13,not pass,no,1,0,0,,
Claude,Time,2,2_2,not pass,no,1,0,0,,
Claude,Time,2,2_3,not pass,no,1,0,0,,
Claude,Time,2,2_4,not pass,no,1,0,0,,
Claude,Time,2,2_5,not pass,no,1,0,0,,
Claude,Time,2,2_6,not pass,no,1,0,0,,
Claude,Time,2,2_7,not pass,yes,1,1,0,org.joda.time.TestPartial_Basics::testWith_baseAndArgHaveNoRange,
Claude,Time,2,2_8,not pass,no,1,0,0,,
Claude,Time,2,2_9,not pass,no,1,0,0,,
Claude,Time,3,3,not pass,no,5,0,0,,
Claude,Time,3,3_1,pass,no,5,0,0,,
