model,project,bug_id,variant,status,trigger_appear,n_trigger_total,n_trigger_appear,n_trigger_pred_success,matched_triggers,pred_success_triggers
Claude,Cli,1,1,pass,yes,1,1,1,org.apache.commons.cli.bug.BugCLI13Test::testCLI13,org.apache.commons.cli.bug.BugCLI13Test::testCLI13
Claude,Cli,2,2,not pass,yes,1,1,0,org.apache.commons.cli.bug.BugCLI51Test::test,
Claude,Cli,3,3,not pass,yes,1,1,1,org.apache.commons.cli.PatternOptionBuilderTest::testSimplePattern,org.apache.commons.cli.PatternOptionBuilderTest::testSimplePattern
Claude,Cli,4,4,not pass,yes,2,2,2,org.apache.commons.cli.OptionsTest::testMissingOptionException; org.apache.commons.cli.OptionsTest::testMissingOptionsException,org.apache.commons.cli.OptionsTest::testMissingOptionException; org.apache.commons.cli.OptionsTest::testMissingOptionsException
Claude,Cli,5,5,pass,yes,2,2,1,org.apache.commons.cli.UtilTest::testStripLeadingHyphens; org.apache.commons.cli.bug.BugCLI133Test::testOrder,org.apache.commons.cli.UtilTest::testStripLeadingHyphens
Claude,Cli,8,8,pass,yes,1,1,0,org.apache.commons.cli.HelpFormatterTest::testPrintWrapped,
Claude,Cli,9,9,pass,yes,2,2,1,org.apache.commons.cli.OptionsTest::testMissingOptionsException; org.apache.commons.cli.ParseRequiredTest::testMissingRequiredOptions,org.apache.commons.cli.OptionsTest::testMissingOptionsException
Claude,Cli,10,10,pass,yes,1,1,1,org.apache.commons.cli.ParseRequiredTest::testReuseOptionsTwice,org.apache.commons.cli.ParseRequiredTest::testReuseOptionsTwice
Claude,Cli,11,11,pass,yes,1,1,1,org.apache.commons.cli.HelpFormatterTest::testPrintOptionWithEmptyArgNameUsage,org.apache.commons.cli.HelpFormatterTest::testPrintOptionWithEmptyArgNameUsage
Claude,Cli,12,12,pass,yes,3,3,0,org.apache.commons.cli.GnuParserTest::testLongWithEqual; org.apache.commons.cli.GnuParserTest::testLongWithEqualSingleDash; org.apache.commons.cli.GnuParserTest::testShortWithEqual,
Claude,Cli,13,13,not pass,yes,1,1,0,org.apache.commons.cli2.bug.BugLoopingOptionLookAlikeTest::testLoopingOptionLookAlike2,
Claude,Cli,14,14,pass,yes,1,1,0,org.apache.commons.cli2.bug.BugCLI144Test::testFileValidator,
Claude,Cli,15,15,not pass,yes,2,2,2,org.apache.commons.cli2.bug.BugCLI158Test::testSingleOptionMaximumNumberOfArgument; org.apache.commons.cli2.bug.BugCLI158Test::testSingleOptionSingleArgument,org.apache.commons.cli2.bug.BugCLI158Test::testSingleOptionMaximumNumberOfArgument; org.apache.commons.cli2.bug.BugCLI158Test::testSingleOptionSingleArgument
Claude,Cli,16,16,not pass,yes,4,3,0,org.apache.commons.cli2.bug.BugCLI123Test::testMultipleChildOptions; org.apache.commons.cli2.bug.BugCLI123Test::testParentOptionAndChildOption; org.apache.commons.cli2.bug.BugCLI123Test::testSingleChildOption,
Claude,Cli,16,16_1,not compilable,no,4,0,0,,
Claude,Cli,17,17,not pass,yes,1,1,0,org.apache.commons.cli.PosixParserTest::testStopBursting,
Claude,Cli,18,18,not pass,yes,1,1,0,org.apache.commons.cli.PosixParserTest::testStop2,
Claude,Cli,19,19,not pass,yes,1,1,0,org.apache.commons.cli.PosixParserTest::testUnrecognizedOption2,
Claude,Cli,20,20,not pass,yes,1,1,0,org.apache.commons.cli.PosixParserTest::testStop3,
Claude,Cli,21,21,not compilable,yes,1,1,1,org.apache.commons.cli2.bug.BugCLI150Test::testNegativeNumber,org.apache.commons.cli2.bug.BugCLI150Test::testNegativeNumber
Claude,Cli,22,22,not pass,yes,2,1,0,org.apache.commons.cli.ApplicationTest::testGroovy,
Claude,Cli,23,23,not pass,yes,2,2,1,org.apache.commons.cli.bug.BugCLI162Test::testInfiniteLoop; org.apache.commons.cli.bug.BugCLI162Test::testPrintHelpLongLines,org.apache.commons.cli.bug.BugCLI162Test::testInfiniteLoop
