model,project,bug_id,variant,status,trigger_appear,n_trigger_total,n_trigger_appear,n_trigger_pred_success,matched_triggers,pred_success_triggers
Claude,Compress,1,1,not pass,yes,1,1,1,org.apache.commons.compress.archivers.CpioTestCase::testCpioUnarchive,org.apache.commons.compress.archivers.CpioTestCase::testCpioUnarchive
Claude,Compress,2,2,not pass,yes,1,1,0,org.apache.commons.compress.archivers.ArTestCase::testArDelete,
Claude,Compress,3,3,pass,yes,1,1,1,org.apache.commons.compress.archivers.ArchiveOutputStreamTest::testFinish,org.apache.commons.compress.archivers.ArchiveOutputStreamTest::testFinish
Claude,Compress,4,4,not pass,yes,10,10,0,org.apache.commons.compress.archivers.jar.JarArchiveOutputStreamTest::testJarMarker; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testASCIIFileRoundtripExplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testASCIIFileRoundtripImplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testCP437FileRoundtripExplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testCP437FileRoundtripImplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testUtf8FileRoundtripExplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testUtf8FileRoundtripImplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testUtf8FileRoundtripNoEFSExplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testUtf8FileRoundtripNoEFSImplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testZipArchiveInputStreamReadsUnicodeFields,
Claude,Compress,5,5,not pass,yes,1,1,1,org.apache.commons.compress.archivers.zip.Maven221MultiVolumeTest::testRead7ZipMultiVolumeArchiveForStream,org.apache.commons.compress.archivers.zip.Maven221MultiVolumeTest::testRead7ZipMultiVolumeArchiveForStream
Claude,Compress,6,6,pass,yes,1,1,1,org.apache.commons.compress.archivers.zip.ZipArchiveEntryTest::testNotEquals,org.apache.commons.compress.archivers.zip.ZipArchiveEntryTest::testNotEquals
Claude,Compress,7,7,not pass,yes,1,1,0,org.apache.commons.compress.archivers.tar.TarUtilsTest::testRoundTripNames,
Claude,Compress,8,8,not pass,yes,1,1,0,org.apache.commons.compress.archivers.tar.TarUtilsTest::testParseOctalInvalid,
Claude,Compress,9,9,not pass,yes,1,1,1,org.apache.commons.compress.archivers.tar.TarArchiveOutputStreamTest::testCount,org.apache.commons.compress.archivers.tar.TarArchiveOutputStreamTest::testCount
Claude,Compress,10,10,pass,yes,1,1,1,org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testReadWinZipArchive,org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testReadWinZipArchive
Claude,Compress,11,11,pass,yes,1,1,0,org.apache.commons.compress.archivers.ArchiveStreamFactoryTest::shortTextFilesAreNoTARs,
Claude,Compress,12,12,not pass,yes,1,1,0,org.apache.commons.compress.archivers.TarTestCase::testCOMPRESS178,
Claude,Compress,13,13,pass,yes,2,2,0,org.apache.commons.compress.archivers.zip.ZipArchiveInputStreamTest::winzipBackSlashWorkaround; org.apache.commons.compress.archivers.zip.ZipFileTest::testWinzipBackSlashWorkaround,
Claude,Compress,14,14,not pass,yes,1,1,0,org.apache.commons.compress.archivers.tar.TarArchiveInputStreamTest::workaroundForBrokenTimeHeader,
Claude,Compress,15,15,not pass,yes,1,1,0,org.apache.commons.compress.archivers.zip.ZipArchiveEntryTest::testNullCommentEqualsEmptyComment,
Claude,Compress,16,16,not pass,yes,1,1,0,org.apache.commons.compress.archivers.ArchiveStreamFactoryTest::aiffFilesAreNoTARs,
Claude,Compress,17,17,not pass,yes,1,1,1,org.apache.commons.compress.archivers.tar.TarArchiveInputStreamTest::testCompress197,org.apache.commons.compress.archivers.tar.TarArchiveInputStreamTest::testCompress197
Claude,Compress,18,18,not pass,yes,1,1,0,org.apache.commons.compress.archivers.tar.TarArchiveOutputStreamTest::testWriteNonAsciiDirectoryNamePosixMode,
Claude,Compress,19,19,not pass,yes,1,1,0,org.apache.commons.compress.archivers.zip.ZipFileTest::testExcessDataInZip64ExtraField,
Claude,Compress,20,20,not pass,yes,1,1,0,org.apache.commons.compress.archivers.cpio.CpioArchiveInputStreamTest::testCpioUnarchiveCreatedByRedlineRpm,
