model,project,bug_id,variant,status,trigger_appear,n_trigger_total,n_trigger_appear,n_trigger_pred_success,matched_triggers,pred_success_triggers
Claude,Chart,1,1,pass,yes,1,1,1,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests::test2947660,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests::test2947660
Claude,Chart,1,1_1,pass,no,1,0,0,,
Claude,Chart,2,2,not pass,no,2,0,0,,
Claude,Chart,2,2_1,pass,yes,2,2,2,org.jfree.data.general.junit.DatasetUtilitiesTests::testBug2849731_2; org.jfree.data.general.junit.DatasetUtilitiesTests::testBug2849731_3,org.jfree.data.general.junit.DatasetUtilitiesTests::testBug2849731_2; org.jfree.data.general.junit.DatasetUtilitiesTests::testBug2849731_3
Claude,Chart,3,3,not pass,yes,1,1,0,org.jfree.data.time.junit.TimeSeriesTests::testCreateCopy3,
Claude,Chart,4,4,pass,yes,22,22,0,org.jfree.chart.axis.junit.LogAxisTests::testXYAutoRange1; org.jfree.chart.axis.junit.LogAxisTests::testXYAutoRange2; org.jfree.chart.axis.junit.NumberAxisTests::testXYAutoRange1; org.jfree.chart.axis.junit.NumberAxisTests::testXYAutoRange2; org.jfree.chart.axis.junit.ValueAxisTests::testAxisMargins; org.jfree.chart.junit.JFreeChartTests::testSerialization4; org.jfree.chart.junit.ScatterPlotTests::testDrawWithNullInfo; org.jfree.chart.junit.ScatterPlotTests::testReplaceDataset; org.jfree.chart.junit.ScatterPlotTests::testSetSeriesToolTipGenerator; org.jfree.chart.junit.TimeSeriesChartTests::testDrawWithNullInfo; org.jfree.chart.junit.TimeSeriesChartTests::testReplaceDataset; org.jfree.chart.junit.TimeSeriesChartTests::testSetSeriesToolTipGenerator; org.jfree.chart.junit.XYAreaChartTests::testDrawWithNullInfo; org.jfree.chart.junit.XYAreaChartTests::testReplaceDataset; org.jfree.chart.junit.XYAreaChartTests::testSetSeriesToolTipGenerator; org.jfree.chart.junit.XYStepAreaChartTests::testDrawWithNullInfo; org.jfree.chart.junit.XYStepAreaChartTests::testReplaceDataset; org.jfree.chart.junit.XYStepAreaChartTests::testSetSeriesToolTipGenerator; org.jfree.chart.junit.XYStepChartTests::testDrawWithNullInfo; org.jfree.chart.junit.XYStepChartTests::testReplaceDataset; org.jfree.chart.junit.XYStepChartTests::testSetSeriesToolTipGenerator; org.jfree.chart.plot.junit.XYPlotTests::testDrawRangeGridlines,
Claude,Chart,4,4_1,pass,no,22,0,0,,
Claude,Chart,5,5,pass,yes,1,1,0,org.jfree.data.xy.junit.XYSeriesTests::testBug1955483,
Claude,Chart,6,6,not pass,no,2,0,0,,
Claude,Chart,6,6_1,not pass,yes,2,2,2,org.jfree.chart.util.junit.ShapeListTests::testEquals; org.jfree.chart.util.junit.ShapeListTests::testSerialization,org.jfree.chart.util.junit.ShapeListTests::testEquals; org.jfree.chart.util.junit.ShapeListTests::testSerialization
Claude,Chart,7,7,pass,yes,1,1,1,org.jfree.data.time.junit.TimePeriodValuesTests::testGetMaxMiddleIndex,org.jfree.data.time.junit.TimePeriodValuesTests::testGetMaxMiddleIndex
Claude,Chart,8,8,pass,yes,1,1,1,org.jfree.data.time.junit.WeekTests::testConstructor,org.jfree.data.time.junit.WeekTests::testConstructor
Claude,Chart,9,9,pass,yes,1,1,1,org.jfree.data.time.junit.TimeSeriesTests::testBug1864222,org.jfree.data.time.junit.TimeSeriesTests::testBug1864222
Claude,Chart,10,10,pass,yes,1,1,1,org.jfree.chart.imagemap.junit.StandardToolTipTagFragmentGeneratorTests::testGenerateURLFragment,org.jfree.chart.imagemap.junit.StandardToolTipTagFragmentGeneratorTests::testGenerateURLFragment
Claude,Chart,11,11,pass,no,1,0,0,,
Claude,Chart,11,11_1,pass,yes,1,1,0,org.jfree.chart.util.junit.ShapeUtilitiesTests::testEqualGeneralPaths,
Claude,Chart,12,12,pass,yes,1,1,1,org.jfree.chart.plot.junit.MultiplePiePlotTests::testConstructor,org.jfree.chart.plot.junit.MultiplePiePlotTests::testConstructor
Claude,Chart,13,13,pass,yes,1,1,1,org.jfree.chart.block.junit.BorderArrangementTests::testSizingWithWidthConstraint,org.jfree.chart.block.junit.BorderArrangementTests::testSizingWithWidthConstraint
Claude,Chart,14,14,pass,yes,4,4,4,org.jfree.chart.plot.junit.CategoryPlotTests::testRemoveDomainMarker; org.jfree.chart.plot.junit.CategoryPlotTests::testRemoveRangeMarker; org.jfree.chart.plot.junit.XYPlotTests::testRemoveDomainMarker; org.jfree.chart.plot.junit.XYPlotTests::testRemoveRangeMarker,org.jfree.chart.plot.junit.CategoryPlotTests::testRemoveDomainMarker; org.jfree.chart.plot.junit.CategoryPlotTests::testRemoveRangeMarker; org.jfree.chart.plot.junit.XYPlotTests::testRemoveDomainMarker; org.jfree.chart.plot.junit.XYPlotTests::testRemoveRangeMarker
Claude,Chart,14,14_1,not pass,no,4,0,0,,
Claude,Chart,15,15,not pass,yes,1,1,1,org.jfree.chart.plot.junit.PiePlot3DTests::testDrawWithNullDataset,org.jfree.chart.plot.junit.PiePlot3DTests::testDrawWithNullDataset
Claude,Chart,16,16,pass,yes,8,8,1,org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests::testCloning2; org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests::testGetCategoryIndex; org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests::testGetColumnCount; org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests::testGetColumnIndex; org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests::testGetRowCount; org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests::testGetRowIndex; org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests::testGetSeriesIndex; org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests::testSetCategoryKeys,org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests::testSetCategoryKeys
Claude,Chart,17,17,not pass,yes,1,1,0,org.jfree.data.time.junit.TimeSeriesTests::testBug1832432,
Claude,Chart,18,18,not pass,yes,4,4,2,org.jfree.data.category.junit.DefaultCategoryDatasetTests::testBug1835955; org.jfree.data.junit.DefaultKeyedValues2DTests::testRemoveColumnByKey; org.jfree.data.junit.DefaultKeyedValuesTests::testGetIndex2; org.jfree.data.junit.DefaultKeyedValuesTests::testRemoveValue,org.jfree.data.category.junit.DefaultCategoryDatasetTests::testBug1835955; org.jfree.data.junit.DefaultKeyedValues2DTests::testRemoveColumnByKey
Claude,Chart,18,18_1,not pass,no,4,0,0,,
Claude,Chart,19,19,not pass,yes,2,2,2,org.jfree.chart.plot.junit.CategoryPlotTests::testGetDomainAxisIndex; org.jfree.chart.plot.junit.CategoryPlotTests::testGetRangeAxisIndex,org.jfree.chart.plot.junit.CategoryPlotTests::testGetDomainAxisIndex; org.jfree.chart.plot.junit.CategoryPlotTests::testGetRangeAxisIndex
Claude,Chart,19,19_1,not pass,no,2,0,0,,
Claude,Chart,20,20,pass,yes,1,1,1,org.jfree.chart.plot.junit.ValueMarkerTests::test1808376,org.jfree.chart.plot.junit.ValueMarkerTests::test1808376
Claude,Chart,21,21,pass,yes,1,1,1,org.jfree.data.statistics.junit.DefaultBoxAndWhiskerCategoryDatasetTests::testGetRangeBounds,org.jfree.data.statistics.junit.DefaultBoxAndWhiskerCategoryDatasetTests::testGetRangeBounds
Claude,Chart,22,22,not pass,yes,6,6,1,org.jfree.data.junit.KeyedObjects2DTests::testGetValueByKey; org.jfree.data.junit.KeyedObjects2DTests::testRemoveColumnByIndex; org.jfree.data.junit.KeyedObjects2DTests::testRemoveColumnByKey; org.jfree.data.junit.KeyedObjects2DTests::testRemoveRowByKey; org.jfree.data.junit.KeyedObjects2DTests::testRemoveValue; org.jfree.data.junit.KeyedObjects2DTests::testSetObject,org.jfree.data.junit.KeyedObjects2DTests::testRemoveValue
Claude,Chart,23,23,not pass,yes,1,1,0,org.jfree.chart.renderer.category.junit.MinMaxCategoryRendererTests::testEquals,
Claude,Chart,24,24,pass,yes,1,1,1,org.jfree.chart.renderer.junit.GrayPaintScaleTests::testGetPaint,org.jfree.chart.renderer.junit.GrayPaintScaleTests::testGetPaint
Claude,Chart,25,25,pass,yes,4,4,4,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullDeviationHorizontal; org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullDeviationVertical; org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanHorizontal; org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanVertical,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullDeviationHorizontal; org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullDeviationVertical; org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanHorizontal; org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullMeanVertical
Claude,Chart,26,26,pass,yes,22,14,10,org.jfree.chart.junit.AreaChartTests::testDrawWithNullInfo; org.jfree.chart.junit.BarChart3DTests::testDrawWithNullInfo; org.jfree.chart.junit.BarChartTests::testDrawWithNullInfo; org.jfree.chart.junit.GanttChartTests::testDrawWithNullInfo; org.jfree.chart.junit.GanttChartTests::testDrawWithNullInfo2; org.jfree.chart.junit.LineChart3DTests::testDrawWithNullInfo; org.jfree.chart.junit.LineChartTests::testDrawWithNullInfo; org.jfree.chart.junit.StackedAreaChartTests::testDrawWithNullInfo; org.jfree.chart.junit.StackedBarChart3DTests::testDrawWithNullInfo; org.jfree.chart.junit.StackedBarChartTests::testDrawWithNullInfo; org.jfree.chart.junit.WaterfallChartTests::testDrawWithNullInfo; org.jfree.chart.plot.junit.CategoryPlotTests::test1654215; org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization3; org.jfree.chart.plot.junit.CategoryPlotTests::testSerialization4,org.jfree.chart.junit.AreaChartTests::testDrawWithNullInfo; org.jfree.chart.junit.BarChart3DTests::testDrawWithNullInfo; org.jfree.chart.junit.BarChartTests::testDrawWithNullInfo; org.jfree.chart.junit.GanttChartTests::testDrawWithNullInfo; org.jfree.chart.junit.LineChart3DTests::testDrawWithNullInfo; org.jfree.chart.junit.LineChartTests::testDrawWithNullInfo; org.jfree.chart.junit.StackedAreaChartTests::testDrawWithNullInfo; org.jfree.chart.junit.StackedBarChart3DTests::testDrawWithNullInfo; org.jfree.chart.junit.StackedBarChartTests::testDrawWithNullInfo; org.jfree.chart.junit.WaterfallChartTests::testDrawWithNullInfo
Claude,Chart,26,26_1,pass,yes,22,8,8,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.IntervalBarRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.LayeredBarRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.LevelRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.MinMaxCategoryRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.StatisticalLineAndShapeRendererTests::testDrawWithNullInfo,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.IntervalBarRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.LayeredBarRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.LevelRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.MinMaxCategoryRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests::testDrawWithNullInfo; org.jfree.chart.renderer.category.junit.StatisticalLineAndShapeRendererTests::testDrawWithNullInfo
