model,project,bug_id,variant,status,trigger_appear,n_trigger_total,n_trigger_appear,n_trigger_pred_success,matched_triggers,pred_success_triggers
Claude,Collections,1,1,pass,yes,4,4,4,org.apache.commons.collections.map.TestFlat3Map::testEntryIteratorSetValue2; org.apache.commons.collections.map.TestFlat3Map::testEntryIteratorSetValue3; org.apache.commons.collections.map.TestFlat3Map::testMapIteratorSetValue2; org.apache.commons.collections.map.TestFlat3Map::testMapIteratorSetValue3,org.apache.commons.collections.map.TestFlat3Map::testEntryIteratorSetValue2; org.apache.commons.collections.map.TestFlat3Map::testEntryIteratorSetValue3; org.apache.commons.collections.map.TestFlat3Map::testMapIteratorSetValue2; org.apache.commons.collections.map.TestFlat3Map::testMapIteratorSetValue3
Claude,Collections,2,2,not pass,yes,1,1,1,org.apache.commons.collections.TestExtendedProperties::testInclude,org.apache.commons.collections.TestExtendedProperties::testInclude
Claude,Collections,3,3,not compilable,yes,1,1,1,org.apache.commons.collections.TestCollectionUtils::testRemoveAll,org.apache.commons.collections.TestCollectionUtils::testRemoveAll
Claude,Collections,4,4,pass,yes,3,3,3,org.apache.commons.collections.map.TestMultiValueMap::testPutAll_KeyCollection; org.apache.commons.collections.map.TestMultiValueMap::testPutWithList; org.apache.commons.collections.map.TestMultiValueMap::testPutWithSet,org.apache.commons.collections.map.TestMultiValueMap::testPutAll_KeyCollection; org.apache.commons.collections.map.TestMultiValueMap::testPutWithList; org.apache.commons.collections.map.TestMultiValueMap::testPutWithSet
Claude,Collections,5,5,pass,yes,1,1,1,org.apache.commons.collections.list.TestSetUniqueList::testIntCollectionAddAll,org.apache.commons.collections.list.TestSetUniqueList::testIntCollectionAddAll
Claude,Collections,6,6,pass,yes,1,1,1,org.apache.commons.collections.map.TestFlat3Map::testCollections261,org.apache.commons.collections.map.TestFlat3Map::testCollections261
Claude,Collections,7,7,not pass,yes,3,3,1,org.apache.commons.collections.TestExtendedProperties::testKeySet2; org.apache.commons.collections.TestExtendedProperties::testKeySet3; org.apache.commons.collections.TestExtendedProperties::testKeySet4,org.apache.commons.collections.TestExtendedProperties::testKeySet2
Claude,Collections,8,8,pass,yes,1,1,1,org.apache.commons.collections.buffer.TestUnboundedFifoBuffer::testCollections220,org.apache.commons.collections.buffer.TestUnboundedFifoBuffer::testCollections220
Claude,Collections,9,9,not pass,yes,1,1,1,org.apache.commons.collections.TestExtendedProperties::testCollections271,org.apache.commons.collections.TestExtendedProperties::testCollections271
Claude,Collections,11,11,not pass,yes,1,1,0,org.apache.commons.collections.keyvalue.TestMultiKey::testEqualsAfterSerialization,
Claude,Collections,12,12,not pass,yes,1,1,1,org.apache.commons.collections.TestExtendedProperties::testCollections271,org.apache.commons.collections.TestExtendedProperties::testCollections271
Claude,Collections,13,13,not compilable,yes,1,1,0,org.apache.commons.collections.TestExtendedProperties::testCollections299,
Claude,Collections,14,14,not compilable,yes,1,1,1,org.apache.commons.collections.map.TestCaseInsensitiveMap::testLocaleIndependence,org.apache.commons.collections.map.TestCaseInsensitiveMap::testLocaleIndependence
Claude,Collections,15,15,pass,yes,1,1,0,org.apache.commons.collections.list.TestSetUniqueList::testCollections304,
Claude,Collections,16,16,pass,yes,1,1,1,org.apache.commons.collections.list.TestSetUniqueList::testCollections307,org.apache.commons.collections.list.TestSetUniqueList::testCollections307
Claude,Collections,17,17,pass,yes,1,1,1,org.apache.commons.collections.functors.TestEqualPredicate::objectFactoryUsesEqualsForTest,org.apache.commons.collections.functors.TestEqualPredicate::objectFactoryUsesEqualsForTest
Claude,Collections,18,18,not pass,yes,1,1,1,org.apache.commons.collections.set.ListOrderedSetTest::testRetainAllCollections426,org.apache.commons.collections.set.ListOrderedSetTest::testRetainAllCollections426
Claude,Collections,19,19,not pass,yes,1,1,1,org.apache.commons.collections.list.SetUniqueListTest::testSetCollections444,org.apache.commons.collections.list.SetUniqueListTest::testSetCollections444
Claude,Collections,20,20,not pass,yes,1,1,1,org.apache.commons.collections.list.TreeListTest::testBugCollections447,org.apache.commons.collections.list.TreeListTest::testBugCollections447
Claude,Collections,21,21,pass,yes,1,1,1,org.apache.commons.collections4.list.SetUniqueListTest::testSubListIsUnmodifiable,org.apache.commons.collections4.list.SetUniqueListTest::testSubListIsUnmodifiable
Claude,Collections,22,22,pass,yes,1,1,1,org.apache.commons.collections4.map.ListOrderedMapTest::testCOLLECTIONS_474_nullValues,org.apache.commons.collections4.map.ListOrderedMapTest::testCOLLECTIONS_474_nullValues
Claude,Collections,23,23,pass,yes,2,2,2,org.apache.commons.collections4.TrieUtilsTest::testUnmodifiableTrie; org.apache.commons.collections4.trie.UnmodifiableTrieTest::testDecorateFactory,org.apache.commons.collections4.TrieUtilsTest::testUnmodifiableTrie; org.apache.commons.collections4.trie.UnmodifiableTrieTest::testDecorateFactory
Claude,Collections,24,24,not pass,yes,2,2,1,org.apache.commons.collections4.collection.UnmodifiableBoundedCollectionTest::testDecorateFactory; org.apache.commons.collections4.collection.UnmodifiableBoundedCollectionTest::testUnmodifiable,org.apache.commons.collections4.collection.UnmodifiableBoundedCollectionTest::testDecorateFactory
Claude,Collections,25,25,not compilable,yes,1,1,1,org.apache.commons.collections4.IteratorUtilsTest::testCollatedIterator,org.apache.commons.collections4.IteratorUtilsTest::testCollatedIterator
Claude,Collections,26,26,not pass,yes,1,1,1,org.apache.commons.collections4.keyvalue.MultiKeyTest::testEqualsAfterSerializationOfDerivedClass,org.apache.commons.collections4.keyvalue.MultiKeyTest::testEqualsAfterSerializationOfDerivedClass
Claude,Collections,27,27,not pass,yes,1,1,1,org.apache.commons.collections4.map.MultiValueMapTest::testUnsafeDeSerialization,org.apache.commons.collections4.map.MultiValueMapTest::testUnsafeDeSerialization
Claude,Collections,28,28,not compilable,yes,1,1,1,org.apache.commons.collections4.trie.PatriciaTrieTest::testPrefixMapClear,org.apache.commons.collections4.trie.PatriciaTrieTest::testPrefixMapClear
