model,project,bug_id,variant,status,trigger_appear,n_trigger_total,n_trigger_appear,n_trigger_pred_success,matched_triggers,pred_success_triggers
Claude,Csv,1,1,not compilable,yes,1,1,1,org.apache.commons.csv.CSVParserTest::testGetLineNumberWithCR,org.apache.commons.csv.CSVParserTest::testGetLineNumberWithCR
Claude,Csv,2,2,not pass,yes,1,1,1,org.apache.commons.csv.CSVRecordTest::testGetStringInconsistentRecord,org.apache.commons.csv.CSVRecordTest::testGetStringInconsistentRecord
Claude,Csv,3,3,not pass,yes,3,3,0,org.apache.commons.csv.CSVLexerTest::testEscapedCharacter; org.apache.commons.csv.CSVLexerTest::testEscapedMySqlNullValue; org.apache.commons.csv.CSVParserTest::testBackslashEscaping,
Claude,Csv,4,4,not compilable,yes,1,1,0,org.apache.commons.csv.CSVParserTest::testNoHeaderMap,
Claude,Csv,5,5,pass,yes,1,1,1,org.apache.commons.csv.CSVFormatTest::testNullRecordSeparatorCsv106,org.apache.commons.csv.CSVFormatTest::testNullRecordSeparatorCsv106
Claude,Csv,6,6,pass,yes,1,1,1,org.apache.commons.csv.CSVRecordTest::testToMapWithShortRecord,org.apache.commons.csv.CSVRecordTest::testToMapWithShortRecord
Claude,Csv,7,7,not compilable,yes,1,1,1,org.apache.commons.csv.CSVParserTest::testDuplicateHeaderEntries,org.apache.commons.csv.CSVParserTest::testDuplicateHeaderEntries
Claude,Csv,8,8,not pass,yes,1,1,1,org.apache.commons.csv.CSVFormatTest::testDuplicateHeaderElements,org.apache.commons.csv.CSVFormatTest::testDuplicateHeaderElements
Claude,Csv,9,9,not pass,yes,1,1,0,org.apache.commons.csv.CSVRecordTest::testToMapWithNoHeader,
Claude,Csv,10,10,pass,yes,1,1,1,org.apache.commons.csv.CSVPrinterTest::testHeader,org.apache.commons.csv.CSVPrinterTest::testHeader
Claude,Csv,11,11,not pass,yes,1,1,0,org.apache.commons.csv.CSVParserTest::testHeaderMissingWithNull,
Claude,Csv,13,13,not pass,yes,2,2,0,org.apache.commons.csv.CSVPrinterTest::testMySqlNullOutput; org.apache.commons.csv.CSVPrinterTest::testMySqlNullStringDefault,
Claude,Csv,14,14,not pass,yes,6,6,0,org.apache.commons.csv.CSVPrinterTest::testEscapeBackslash1; org.apache.commons.csv.CSVPrinterTest::testEscapeBackslash4; org.apache.commons.csv.CSVPrinterTest::testEscapeBackslash5; org.apache.commons.csv.CSVPrinterTest::testEscapeNull1; org.apache.commons.csv.CSVPrinterTest::testEscapeNull4; org.apache.commons.csv.CSVPrinterTest::testEscapeNull5,
Claude,Csv,15,15,not pass,yes,1,1,0,org.apache.commons.csv.CSVPrinterTest::testDontQuoteEuroFirstChar,
Claude,Csv,16,16,not pass,yes,1,1,0,org.apache.commons.csv.CSVParserTest::testIteratorSequenceBreaking,
